#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-1286|3R  |4363.625|00 59 41.67 -33 41 57.3|20.09| 0.79| 138.7| 9.2| 0.25|0.16| 0.51|0.21|0.997|     |   |     |
Scl-1287|3R  |4363.625|00 59 37.61 -33 40 22.0|17.96| 1.33| 128.0| 1.5| 0.39|0.05| 0.30|0.12|1.000|     |   |     |
Scl-1288|3R  |4363.625|00 59 47.99 -33 35 07.7|20.08| 0.92|  77.5|10.3|     |    | 0.02|0.68|0.948|     |   |     |
Scl-1289|3R  |4363.625|01 00 04.20 -33 39 56.5|19.15| 1.16| 115.0|10.4| 0.31|0.09| 0.32|0.18|1.000|     |   |     |
Scl-1290|3R  |4363.625|00 59 52.84 -33 45 18.8|18.19| 1.29| 104.0| 1.5| 0.38|0.03| 0.26|0.10|1.000|103.2|1.2| 0.30|0.07
Scl-1290|1R  |4685.730|00 59 52.84 -33 45 18.8|18.19| 1.29| 101.4| 2.2| 0.29|0.03| 0.33|0.09|     |     |   |     |
Scl-1291|3R  |4363.625|00 59 51.89 -33 41 46.1|18.86| 1.29| 116.0| 1.7| 0.32|0.08| 0.46|0.15|1.000|     |   |     |
Scl-1292|3R  |4363.625|01 00 13.45 -33 35 36.3|19.49| 1.03| 108.2| 6.4| 0.43|0.13| 0.45|0.22|0.999|     |   |     |
Scl-1293|3R  |4363.625|01 00 14.71 -33 38 02.8|19.20| 0.97| 212.8| 3.7| 0.38|0.11| 0.34|0.20|0.000|     |   |     |
Scl-1294|3R  |4363.625|01 00 13.83 -33 39 44.0|19.99| 1.11|  99.0| 2.8|     |    | 0.35|0.32|0.998|     |   |     |
Scl-1295|3R  |4363.625|01 00 13.77 -33 44 10.2|18.90| 1.21| 116.2| 2.1| 0.37|0.05| 0.42|0.12|1.000|     |   |     |
Scl-1296|3R  |4363.625|01 00 06.39 -33 46 26.5|19.02| 1.12|  98.9| 3.5| 0.26|0.08| 0.41|0.13|0.999|     |   |     |
Scl-1297|3R  |4363.625|01 00 06.14 -33 43 35.3|19.01| 1.23| 101.3| 1.5| 0.44|0.06| 0.61|0.12|0.997|     |   |     |
Scl-1298|3B  |4364.632|00 59 01.07 -33 32 18.4|20.42| 0.94| 207.3| 5.8|     |    |     |    |0.000|     |   |     |
Scl-1299|3B  |4364.632|00 59 26.99 -33 41 57.5|20.14| 1.12| 134.7| 5.8| 0.35|0.09| 0.44|0.15|0.999|     |   |     |
Scl-1300|3B  |4364.632|00 59 27.21 -33 34 19.7|20.41| 0.93| 416.0| 5.0| 0.44|0.11| 0.46|0.21|0.000|     |   |     |
Scl-1301|3B  |4364.632|00 59 39.37 -33 37 56.6|20.20| 0.99| 163.3| 5.6| 0.28|0.09| 0.47|0.15|0.093|     |   |     |
Scl-1302|3B  |4364.632|00 59 37.78 -33 44 02.6|20.35| 1.03| 122.6| 5.0|     |    | 0.46|0.14|1.000|     |   |     |
Scl-1303|3B  |4364.632|01 00 05.81 -33 46 16.3|20.28| 1.08| 126.8| 5.2|     |    |     |    |0.998|     |   |     |
Scl-1304|3B  |4364.632|01 00 02.72 -33 42 50.6|20.41| 0.87| 148.6| 3.3| 0.54|0.08|-0.18|0.22|0.941|     |   |     |
Scl-1305|3R  |4364.632|00 59 08.97 -33 44 16.5|18.96| 1.13| 118.4| 8.1|     |    |     |    |0.999|     |   |     |
Scl-1306|3R  |4364.632|01 00 04.93 -33 36 55.6|18.93| 1.20| 119.1| 6.8| 0.10|0.21| 0.55|0.19|0.999|     |   |     |
Scl-1307|3R  |4364.632|00 59 56.40 -33 44 49.2|18.52| 1.23| 105.2| 6.1| 0.17|0.09| 0.30|0.14|1.000|     |   |     |
Scl-1308|3R  |4364.632|00 59 56.97 -33 44 16.8|18.39| 1.33| 111.2| 3.5| 0.39|0.06| 0.46|0.12|1.000|     |   |     |
Scl-1309|3R  |4364.632|00 59 17.62 -33 43 23.5|19.79| 1.06| 194.6| 7.6|     |    | 0.00|0.53|0.000|     |   |     |
Scl-1310|3R  |4364.632|00 59 18.85 -33 42 17.7|17.69| 1.46| 123.0| 1.8| 0.35|0.06| 0.70|0.10|0.988|     |   |     |
Scl-1311|3R  |4364.632|00 59 19.38 -33 40 17.9|19.17| 1.18|  13.0| 5.6| 0.04|0.34| 0.28|0.28|0.000|     |   |     |
Scl-1312|3R  |4364.632|00 59 20.72 -33 38 21.0|18.24| 1.32| 109.0| 3.8|     |    | 0.68|0.19|0.998|     |   |     |
Scl-1313|3R  |4364.632|00 59 42.63 -33 49 02.3|19.47| 1.15|  16.1| 3.9|-0.27|0.25| 0.91|0.12|0.000|     |   |     |
Scl-1314|3R  |4364.632|00 59 39.65 -33 46 40.6|18.70| 1.22| 114.6| 2.6| 0.38|0.04| 0.55|0.10|0.999|     |   |     |
Scl-1315|3R  |4364.632|00 59 41.10 -33 42 46.4|20.00| 1.04| 208.5|10.8| 0.47|0.11| 0.50|0.21|0.000|     |   |     |
Scl-1316|3R  |4364.632|00 59 40.69 -33 41 16.9|18.77| 1.21|  99.3| 4.3|-1.20|0.58| 0.44|0.16|0.999|     |   |     |
Scl-1317|3R  |4364.632|00 59 37.56 -33 43 33.6|18.12| 1.34| 116.5| 4.0| 0.42|0.05| 0.28|0.13|1.000|     |   |     |
Scl-1318|3R  |4364.632|00 59 36.94 -33 41 55.9|18.15| 1.35| 107.4| 2.3| 0.29|0.06| 0.52|0.11|1.000|     |   |     |
Scl-1319|3R  |4364.632|00 59 55.86 -33 45 43.6|18.46| 1.26| 105.9| 2.7| 0.42|0.06| 0.32|0.13|1.000|103.9|1.0| 0.39|0.07
Scl-1319|1R  |4685.730|00 59 55.86 -33 45 43.6|18.46| 1.26| 103.6| 1.1| 0.37|0.02| 0.42|0.08|     |     |   |     |
Scl-1320|3R  |4364.632|00 59 58.08 -33 43 58.8|20.23| 0.90| -74.5|11.2|     |    |     |    |0.000|     |   |     |
Scl-1321|3R  |4364.632|00 59 49.90 -33 44 05.0|17.91| 1.34| 107.9| 1.2| 0.36|0.04| 0.58|0.09|0.999|     |   |     |
Scl-1322|3R  |4364.632|00 59 53.81 -33 42 35.2|19.68| 0.95| 121.4| 3.4|     |    | 0.38|0.25|1.000|     |   |     |
Scl-1323|3R  |4364.632|00 59 44.31 -33 39 26.5|20.01| 1.03| 110.5| 6.7|     |    |     |    |0.999|     |   |     |
Scl-1324|3R  |4364.632|01 00 10.47 -33 38 03.6|19.71| 0.92| 125.9| 4.8|     |    | 0.52|0.50|0.999|     |   |     |
Scl-1325|3R  |4364.632|01 00 09.96 -33 43 54.8|19.07| 1.08| 110.9| 2.4| 0.40|0.08| 0.56|0.13|0.999|     |   |     |
Scl-1326|3R  |4364.632|01 00 12.52 -33 43 01.4|18.24| 1.32| 116.4| 1.8| 0.43|0.04| 0.39|0.10|1.000|     |   |     |
Scl-1327|3R  |4364.632|01 00 13.97 -33 37 32.9|19.96| 0.83| 273.4| 9.2|     |    | 0.54|0.20|0.000|     |   |     |
Scl-1328|168B|4683.722|01 02 26.30 -33 51 43.5|18.22| 1.36|  50.0| 1.5|     |    | 1.08|0.04|0.000|     |   |     |
Scl-1329|168B|4683.722|01 02 23.73 -33 55 22.0|18.15| 1.34| 113.4| 0.4|     |    | 0.48|0.04|0.998|     |   |     |
Scl-1330|168B|4683.722|01 02 19.53 -33 57 03.9|17.75| 1.49|  14.5| 2.3|     |    | 0.87|0.06|0.000|     |   |     |
Scl-1331|168B|4683.722|01 02 31.96 -34 01 44.5|20.31| 0.77|   8.2| 2.8|     |    | 0.29|0.12|0.000|     |   |     |
Scl-1332|168B|4683.722|01 02 55.66 -33 48 28.3|20.11| 1.21|  84.5| 3.6|     |    | 0.45|0.21|0.744|     |   |     |
Scl-1333|168B|4683.722|01 02 54.41 -33 49 02.0|19.68| 0.96| 123.5| 4.3|     |    | 0.77|0.09|0.547|     |   |     |
Scl-1334|168B|4683.722|01 02 40.77 -33 56 39.1|20.41| 0.98|  98.9| 2.8|     |    | 0.48|0.13|0.979|     |   |     |
Scl-1335|168B|4683.722|01 02 45.46 -34 02 14.0|18.48| 1.23| 113.5| 1.1|     |    | 0.30|0.05|0.998|     |   |     |
Scl-1336|168B|4683.722|01 02 33.94 -34 04 14.7|20.23| 0.96|  96.9| 6.0|     |    | 0.78|0.09|0.049|     |   |     |
Scl-1337|168B|4683.722|01 02 43.12 -34 02 49.7|20.05| 1.14|  29.6| 1.5|     |    | 0.60|0.07|0.000|     |   |     |
Scl-1338|168B|4683.722|01 02 34.67 -34 00 46.6|18.16| 1.36| 119.1| 0.6|     |    | 0.53|0.04|0.991|     |   |     |
Scl-1339|168B|4683.722|01 03 13.68 -33 48 17.2|18.11| 1.22|  -4.6| 1.1|     |    | 0.86|0.04|0.000|     |   |     |
Scl-1340|168B|4683.722|01 03 03.09 -33 50 23.0|19.91| 1.09| 109.1| 3.1|     |    | 0.63|0.15|0.978|     |   |     |
Scl-1341|168B|4683.722|01 03 13.09 -33 51 43.4|19.08| 1.15| 107.6| 2.4|     |    | 0.37|0.11|0.998|     |   |     |
Scl-1342|168B|4683.722|01 03 04.63 -33 53 00.6|20.00| 1.20| 183.2| 2.6|     |    | 0.66|0.09|0.000|     |   |     |
Scl-1343|168B|4683.722|01 03 02.17 -33 55 12.4|19.59| 0.94| -35.7| 1.8|     |    | 0.75|0.08|0.000|     |   |     |
Scl-1344|168B|4683.722|01 02 59.89 -34 07 29.4|19.29| 1.16| 124.8| 0.8|     |    | 0.42|0.08|0.993|     |   |     |
Scl-1345|168B|4683.722|01 03 12.10 -34 05 06.5|18.12| 1.35|  88.6| 2.5|     |    | 0.09|0.05|0.414|     |   |     |
Scl-1346|168B|4683.722|01 03 20.08 -33 50 57.1|20.04| 1.01| -61.6| 4.7|     |    |     |    |0.000|     |   |     |
Scl-1347|168B|4683.722|01 03 19.54 -33 54 58.8|18.18| 1.33| 106.4| 0.8|     |    | 0.44|0.05|0.996|     |   |     |
Scl-1348|168B|4683.722|01 03 05.64 -33 55 35.9|19.62| 0.90| 202.6| 4.0|     |    | 0.55|0.09|0.000|     |   |     |
Scl-1349|168B|4683.722|01 03 41.02 -33 52 16.9|19.92| 1.14| 115.9| 2.8|     |    | 0.31|0.15|0.996|     |   |     |
Scl-1350|168B|4683.722|01 03 35.64 -34 03 26.3|20.49| 1.06| 102.7| 3.4|     |    | 0.46|0.11|0.981|     |   |     |
Scl-1351|168B|4683.722|01 03 33.54 -33 58 19.8|19.24| 1.20|  98.9| 0.8|     |    | 0.22|0.08|0.990|     |   |     |
Scl-1352|168B|4683.722|01 03 39.39 -33 57 53.9|17.82| 1.46| -10.9| 1.3|     |    | 0.86|0.02|0.000|     |   |     |
Scl-1353|174B|4684.716|00 58 16.29 -33 20 00.6|19.65| 1.00| 113.2| 1.2|     |    | 0.26|0.06|0.999|     |   |     |
Scl-1354|174B|4684.716|00 58 15.20 -33 21 28.3|17.99| 1.34|   8.0| 1.6|     |    | 0.91|0.02|0.000|     |   |     |
Scl-1355|174B|4684.716|00 57 09.51 -33 12 36.7|19.11| 1.13|  -9.3| 0.6|     |    | 0.85|0.04|0.000|     |   |     |
Scl-1356|174B|4684.716|00 57 08.48 -33 16 49.9|19.86| 0.93|  93.2| 0.5|     |    | 0.51|0.05|0.810|     |   |     |
Scl-1357|174B|4684.716|00 57 05.86 -33 19 00.5|19.34| 0.96| -12.4| 0.4|     |    | 0.90|0.02|0.000|     |   |     |
Scl-1358|174B|4684.716|00 57 25.94 -33 27 43.0|19.34| 1.06| 112.5| 0.5|     |    | 0.43|0.04|0.998|     |   |     |
Scl-1359|174B|4684.716|00 57 37.28 -33 24 45.8|19.78| 0.88| 105.2| 1.1|     |    | 0.30|0.05|0.999|     |   |     |
Scl-1360|174B|4684.716|00 57 25.63 -33 24 37.4|20.10| 1.18|  23.5| 0.9|     |    | 0.79|0.06|0.000|     |   |     |
Scl-1361|174B|4684.716|00 57 23.66 -33 22 54.0|20.41| 0.86| 205.1| 2.8|     |    | 0.63|0.10|0.000|     |   |     |
Scl-1362|174B|4684.716|00 57 00.64 -33 25 44.6|19.97| 0.96|  63.6| 0.8|     |    | 0.40|0.05|0.000|     |   |     |
Scl-1363|174B|4684.716|00 57 18.26 -33 25 14.6|19.52| 1.22| -20.9| 1.0|     |    | 0.87|0.03|0.000|     |   |     |
Scl-1364|174B|4684.716|00 57 13.77 -33 24 13.0|18.19| 1.34|  52.8| 1.4|     |    | 0.88|0.02|0.000|     |   |     |
Scl-1365|174B|4684.716|00 57 19.85 -33 14 28.6|20.36| 0.78| -77.6| 2.7|     |    | 0.30|0.10|0.000|     |   |     |
Scl-1366|174B|4684.716|00 57 36.34 -33 13 31.8|19.75| 1.06| 100.9| 0.6|     |    | 0.93|0.04|0.000|     |   |     |
Scl-1367|174B|4684.716|00 57 18.98 -33 18 21.0|17.64| 1.45|  20.0| 1.3|     |    | 0.83|0.02|0.000|     |   |     |
Scl-1368|174B|4684.716|00 57 40.31 -33 09 49.4|20.13| 1.10|  68.6| 0.7|     |    | 0.86|0.05|0.000|     |   |     |
Scl-1369|174B|4684.716|00 57 51.29 -33 12 47.1|19.05| 1.06|  18.4| 0.5|     |    | 0.90|0.03|0.000|     |   |     |
Scl-1370|174B|4684.716|00 58 10.45 -33 14 51.1|19.07| 1.09| 108.6| 0.8|     |    | 0.39|0.04|0.998|     |   |     |
Scl-1371|174B|4684.716|00 58 18.33 -33 15 37.5|19.83| 1.01| 111.1| 2.5|     |    | 0.29|0.09|0.998|     |   |     |
Scl-1372|174B|4684.716|00 57 58.71 -33 17 07.6|18.64| 1.07| 130.6| 0.7|     |    | 0.41|0.04|0.989|     |   |     |
Scl-1373|174B|4684.716|00 57 57.75 -33 17 39.4|19.81| 1.02| 113.4| 1.6|     |    | 0.46|0.06|0.995|     |   |     |
Scl-1374|174B|4684.716|00 57 44.90 -33 26 23.6|19.32| 0.98|-137.7| 2.6|     |    | 0.27|0.09|0.000|     |   |     |
Scl-1375|174B|4684.716|00 57 40.00 -33 24 34.7|19.65| 1.02|-139.5| 4.4|     |    | 0.07|0.07|0.000|     |   |     |
Scl-1376|174B|4684.716|00 57 29.08 -33 21 39.8|19.35| 1.18| -11.8| 1.2|     |    | 0.88|0.03|0.000|     |   |     |
Scl-1377|174B|4684.716|00 57 58.36 -33 21 23.8|18.77| 1.12| 106.3| 0.5|     |    | 0.52|0.03|0.989|     |   |     |
Scl-1378|174B|4684.716|00 58 09.70 -33 21 17.2|20.24| 1.12| -56.0| 0.9|     |    | 0.99|0.03|0.000|     |   |     |
Scl-1379|174B|4684.716|00 57 59.46 -33 24 49.0|20.34| 1.03| 107.7| 0.8|     |    | 0.54|0.07|0.992|     |   |     |
Scl-1380|174B|4684.716|00 57 56.51 -33 24 17.7|19.07| 0.99| 119.8| 0.6|     |    | 0.36|0.04|0.999|     |   |     |
Scl-1381|174B|4684.716|00 57 56.41 -33 22 51.9|19.39| 1.07| 111.6| 0.5|     |    | 0.38|0.05|0.999|     |   |     |
Scl-1382|174B|4684.716|00 57 46.19 -33 20 53.0|19.10| 1.09|  56.3| 0.5|     |    | 0.95|0.02|0.000|     |   |     |
Scl-1383|174B|4684.716|00 57 42.74 -33 18 33.2|20.21| 1.02| 121.3| 0.9|     |    | 0.48|0.08|0.993|     |   |     |
Scl-1384|1B  |4685.730|01 00 33.51 -33 45 51.0|18.52| 1.24|  84.8| 1.4|     |    | 0.36|0.06|0.988|     |   |     |
Scl-1385|1B  |4685.730|01 00 17.11 -33 42 30.9|20.36| 1.09| 108.1| 0.9|     |    | 0.47|0.07|1.000|     |   |     |
Scl-1386|1B  |4685.730|00 59 51.19 -33 46 39.3|20.16| 1.18| 101.6| 5.6|     |    | 0.04|0.09|0.999|     |   |     |
Scl-1387|1B  |4685.730|01 00 08.33 -33 39 45.3|20.18| 1.09| 117.3| 1.4|     |    | 0.32|0.06|1.000|     |   |     |
Scl-1388|1B  |4685.730|00 59 59.87 -33 38 57.7|20.40| 1.01| 108.6| 3.8|     |    | 0.36|0.08|1.000|     |   |     |
Scl-1389|1B  |4685.730|01 00 03.57 -33 46 33.6|20.40| 0.82| 105.9| 4.0|     |    | 0.14|0.09|1.000|     |   |     |
Scl-1390|1B  |4685.730|00 59 58.24 -33 47 18.0|20.22| 0.94| 105.7| 1.1|     |    | 0.35|0.07|1.000|     |   |     |
Scl-1391|1B  |4685.730|01 00 08.39 -33 44 07.6|20.32| 1.10| 115.5| 4.3|     |    | 0.17|0.18|1.000|     |   |     |
Scl-1392|1B  |4685.730|00 59 53.00 -33 40 00.0|20.25| 0.86| 112.9| 2.1|     |    | 0.26|0.08|1.000|     |   |     |
Scl-1393|1B  |4685.730|00 59 52.25 -33 41 11.4|20.38| 0.77|-120.0| 1.1|     |    | 0.39|0.08|0.000|     |   |     |
Scl-1394|1B  |4685.730|00 59 59.65 -33 43 12.4|20.46| 1.06| 107.6| 2.1|     |    | 0.34|0.09|1.000|     |   |     |
Scl-1395|1B  |4685.730|00 59 46.03 -33 44 05.8|20.39| 0.85| 112.8| 3.8|     |    | 0.46|0.09|1.000|     |   |     |
Scl-1396|1B  |4685.730|01 00 01.74 -33 40 27.3|20.50| 0.96| 108.0| 3.9|     |    | 0.67|0.07|0.985|     |   |     |
Scl-1397|1B  |4685.730|01 00 07.42 -33 41 42.0|20.27| 0.79| 102.4| 1.9|     |    | 0.41|0.09|1.000|     |   |     |
Scl-1398|1B  |4685.730|01 00 02.85 -33 41 59.8|20.23| 1.02| 130.8| 1.6|     |    | 0.45|0.06|0.999|     |   |     |
Scl-1399|1B  |4685.730|01 00 06.63 -33 42 47.5|20.43| 0.81| -68.1| 3.0|     |    | 0.17|0.10|0.000|     |   |     |
Scl-1400|1B  |4685.730|01 00 04.05 -33 53 16.5|20.18| 1.07| 122.5| 4.6|     |    | 0.07|0.16|1.000|     |   |     |
Scl-1401|1B  |4685.730|01 00 05.70 -33 51 52.0|20.31| 1.02| 126.8| 3.4|     |    | 0.46|0.13|0.999|     |   |     |
Scl-1402|1B  |4685.730|00 59 59.87 -33 48 13.4|20.36| 0.84| 105.5| 2.5|     |    | 0.56|0.09|0.999|     |   |     |
Scl-1403|1B  |4685.730|00 59 58.60 -33 47 37.0|20.33| 0.92| 116.9| 1.4|     |    | 0.42|0.10|1.000|     |   |     |
Scl-1404|1B  |4685.730|00 59 59.20 -33 46 40.9|20.19| 0.87| 113.3| 0.6|     |    | 0.58|0.06|0.998|     |   |     |
Scl-1405|1B  |4685.730|00 59 52.63 -33 51 16.0|20.31| 1.05| 114.8| 1.0|     |    | 0.65|0.06|0.987|     |   |     |
Scl-1406|1B  |4685.730|00 59 49.34 -33 45 56.6|20.38| 0.78| 108.8| 1.2|     |    | 0.63|0.07|0.994|     |   |     |
Scl-1407|1B  |4685.730|01 00 04.53 -33 44 49.5|20.46| 0.90| 113.7| 1.4|     |    | 0.48|0.10|1.000|     |   |     |
Scl-1408|1B  |4685.730|01 00 04.03 -33 44 07.7|20.42| 0.93| 121.7| 2.6|     |    | 0.35|0.10|1.000|     |   |     |
Scl-1409|1B  |4685.730|01 00 11.37 -33 40 12.7|20.35| 0.86| 110.0| 1.9|     |    | 0.32|0.09|1.000|     |   |     |
Scl-1410|1B  |4685.730|01 00 13.39 -33 41 55.6|20.39| 1.01| 109.5| 2.5|     |    | 0.40|0.08|1.000|     |   |     |
Scl-1411|1B  |4685.730|01 00 12.26 -33 42 08.1|20.20| 1.09| 106.6| 0.8|     |    | 0.31|0.08|1.000|     |   |     |
Scl-1412|1B  |4685.730|01 00 13.50 -33 42 31.9|20.18| 0.99| 109.6| 0.8|     |    | 0.57|0.07|0.999|     |   |     |
Scl-1413|1B  |4685.730|01 00 13.07 -33 42 47.4|20.13| 0.87| 120.9| 1.8|     |    | 0.23|0.08|1.000|     |   |     |
Scl-1414|1B  |4685.730|01 00 24.35 -33 44 44.8|20.48| 0.86| 120.6| 2.2|     |    | 0.41|0.09|1.000|     |   |     |
Scl-1415|1B  |4685.730|01 00 16.60 -33 39 36.0|20.27| 1.11| 108.8| 2.8|     |    | 0.47|0.09|1.000|     |   |     |
Scl-1416|1B  |4685.730|01 00 22.95 -33 40 14.8|20.30| 1.06| 117.8| 1.6|     |    | 0.60|0.09|0.998|     |   |     |
Scl-1417|1B  |4685.730|01 00 18.03 -33 40 40.5|20.41| 0.83| 111.4| 2.8|     |    | 0.37|0.10|1.000|     |   |     |
Scl-1418|1B  |4685.730|01 00 19.77 -33 42 26.2|20.30| 0.81| 115.1| 4.0|     |    | 0.18|0.11|1.000|     |   |     |
Scl-1419|1B  |4685.730|01 00 22.43 -33 43 17.0|20.45| 1.09| 111.9| 1.8|     |    | 0.50|0.08|1.000|     |   |     |
Scl-1420|1B  |4685.730|01 00 22.95 -33 51 03.9|20.48| 1.00| 111.6| 4.0|     |    | 0.12|0.09|1.000|     |   |     |
Scl-1421|1B  |4685.730|01 00 15.90 -33 47 27.4|20.39| 0.89| 108.1| 2.7|     |    | 0.45|0.09|1.000|     |   |     |
Scl-1422|1B  |4685.730|01 00 09.66 -33 51 32.5|20.21| 0.97| 108.7| 5.6|     |    | 0.12|0.09|1.000|     |   |     |
Scl-1423|1B  |4685.730|01 00 07.12 -33 49 04.7|20.25| 0.89| 120.0| 3.6|     |    | 0.37|0.06|1.000|     |   |     |
Scl-1424|1B  |4685.730|01 00 05.79 -33 45 50.9|20.46| 1.05| 108.0| 1.7|     |    | 0.33|0.07|1.000|     |   |     |
Scl-1425|1B  |4685.730|01 00 06.61 -33 45 35.8|20.15| 1.03| 108.5| 1.4|     |    | 0.44|0.06|1.000|     |   |     |
Scl-1426|1B  |4685.730|01 00 22.22 -33 36 41.4|20.46| 0.84| 104.5| 1.3|     |    | 0.47|0.07|1.000|     |   |     |
Scl-1427|1B  |4685.730|01 00 21.76 -33 38 49.6|20.26| 0.92| 114.8| 1.1|     |    | 0.47|0.08|1.000|     |   |     |
Scl-1428|1B  |4685.730|01 00 23.83 -33 38 59.0|20.35| 0.83| 109.4| 1.4|     |    | 0.36|0.08|1.000|     |   |     |
Scl-1429|1B  |4685.730|01 00 28.85 -33 40 08.1|20.46| 0.85| 110.1| 2.6|     |    | 0.25|0.08|1.000|     |   |     |
Scl-1430|1B  |4685.730|01 00 31.64 -33 41 30.8|20.36| 0.84| 107.8| 2.0|     |    | 0.35|0.08|1.000|     |   |     |
Scl-1431|1B  |4685.730|01 00 28.00 -33 42 42.6|20.28| 0.94| 113.6| 0.9|     |    | 0.37|0.07|1.000|     |   |     |
Scl-1432|1B  |4685.730|01 00 29.74 -33 43 13.2|20.37| 0.74| 125.8| 1.7|     |    | 0.33|0.08|1.000|     |   |     |
Scl-1433|1B  |4685.730|01 00 35.95 -33 38 12.0|20.30| 1.09| 113.4| 0.5|     |    | 0.48|0.07|1.000|     |   |     |
Scl-1434|1B  |4685.730|01 00 30.27 -33 39 18.3|20.44| 0.82| 104.8| 3.5|     |    | 0.23|0.10|1.000|     |   |     |
Scl-1435|1B  |4685.730|01 00 40.26 -33 41 47.6|20.17| 1.02| 122.8| 3.0|     |    | 0.39|0.08|1.000|     |   |     |
Scl-1436|1B  |4685.730|01 00 41.08 -33 42 15.2|20.42| 0.84| 117.8| 2.0|     |    | 0.31|0.09|1.000|     |   |     |
Scl-1437|1B  |4685.730|01 00 42.31 -33 43 31.9|20.39| 0.81| 119.5| 1.7|     |    | 0.36|0.07|1.000|     |   |     |
Scl-1438|1B  |4685.730|01 00 36.12 -33 43 25.7|20.18| 1.06| 104.2| 1.6|     |    | 0.44|0.09|1.000|     |   |     |
Scl-1439|1B  |4685.730|01 00 32.17 -33 44 28.3|20.23| 1.08| 102.8| 2.4|     |    | 0.17|0.11|1.000|     |   |     |
Scl-1440|1B  |4685.730|01 00 36.58 -33 48 56.1|20.38| 0.84| 110.6| 1.1|     |    | 0.48|0.07|1.000|     |   |     |
Scl-1441|1B  |4685.730|01 00 36.44 -33 47 38.5|20.38| 1.06| 109.0| 2.3|     |    | 0.49|0.09|1.000|     |   |     |
Scl-1442|1B  |4685.730|01 00 33.02 -33 47 33.0|20.29| 0.90|  98.7| 1.1|     |    | 0.30|0.08|1.000|     |   |     |
Scl-1443|1B  |4685.730|01 00 32.52 -33 46 46.4|20.32| 0.79| 119.4| 1.6|     |    | 0.36|0.09|1.000|     |   |     |
Scl-1444|1B  |4685.730|01 00 38.15 -33 46 14.2|20.14| 1.14| 106.7| 1.0|     |    | 0.56|0.06|0.999|     |   |     |
Scl-1445|1B  |4685.730|01 00 35.15 -33 45 41.4|20.15| 0.97| 102.0| 1.1|     |    | 0.47|0.07|1.000|     |   |     |
Scl-1446|1B  |4685.730|01 00 39.23 -33 45 31.7|20.32| 1.05|  96.8| 1.1|     |    | 0.54|0.06|0.995|     |   |     |
Scl-1447|1B  |4685.730|01 00 24.57 -33 50 51.8|20.30| 0.78| 112.3| 1.4|     |    | 0.54|0.07|0.999|     |   |     |
Scl-1448|1B  |4685.730|01 00 30.97 -33 50 55.6|20.38| 0.90| 111.7| 2.4|     |    | 0.53|0.08|0.999|     |   |     |
Scl-1449|1B  |4685.730|01 00 29.20 -33 49 49.9|20.34| 0.82| 110.2| 3.2|     |    | 0.64|0.07|0.993|     |   |     |
Scl-1450|1B  |4685.730|01 00 27.14 -33 49 14.8|20.42| 0.88| 119.8| 1.2|     |    | 0.38|0.08|1.000|     |   |     |
Scl-1451|1B  |4685.730|01 00 26.98 -33 48 31.2|20.37| 0.80| 111.7| 3.5|     |    | 0.30|0.11|1.000|     |   |     |
Scl-1452|1B  |4685.730|01 00 27.86 -33 47 38.1|20.37| 0.86| 106.9| 2.9|     |    | 0.38|0.09|1.000|     |   |     |
Scl-1453|1B  |4685.730|01 00 41.82 -33 36 14.7|20.43| 1.10|-113.7| 3.1|     |    | 0.53|0.10|0.000|     |   |     |
Scl-1454|1B  |4685.730|01 00 48.98 -33 40 21.0|20.28| 0.80| 119.3| 2.2|     |    | 0.30|0.10|1.000|     |   |     |
Scl-1455|1B  |4685.730|01 01 08.29 -33 39 11.6|20.39| 0.88| 110.8| 1.7|     |    | 0.37|0.09|1.000|     |   |     |
Scl-1456|1B  |4685.730|01 01 04.06 -33 40 19.4|20.41| 0.85| 116.0| 4.1|     |    | 0.52|0.17|0.999|     |   |     |
Scl-1457|1B  |4685.730|01 00 54.85 -33 42 13.1|20.23| 1.07|  99.6| 3.5|     |    | 0.32|0.12|1.000|     |   |     |
Scl-1458|1B  |4685.730|01 00 59.08 -33 43 27.0|20.39| 0.84| 101.8| 4.3|     |    | 0.04|0.14|1.000|     |   |     |
Scl-1459|1B  |4685.730|01 01 14.85 -33 48 58.6|20.15| 0.83| 114.0| 4.2|     |    | 0.46|0.10|1.000|     |   |     |
Scl-1460|1B  |4685.730|01 01 07.36 -33 47 01.2|20.44| 0.89| 111.3| 1.1|     |    | 0.90|0.08|0.015|     |   |     |
Scl-1461|1B  |4685.730|01 01 15.41 -33 46 45.1|20.25| 1.10| 113.6| 3.7|     |    |     |    |0.998|     |   |     |
Scl-1462|1B  |4685.730|01 01 17.73 -33 44 39.3|20.43| 1.02| 246.4| 2.9|     |    |     |    |0.000|     |   |     |
