#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-0098|4R  |3288.571|01 00 52.81 -33 37 29.0|17.86| 1.29| 108.6| 5.7| 0.31|0.03| 0.32|0.09|     |     |   |     |
Scl-0098|1R  |4017.555|01 00 52.81 -33 37 29.0|17.86| 1.29| 105.1| 1.0| 0.36|0.02| 0.38|0.08|     |     |   |     |
Scl-0099|20R |3286.629|01 00 48.54 -33 40 52.7|17.83| 1.42| 123.9| 2.6| 0.34|0.02| 0.40|0.08|1.000|     |   |     |
Scl-0100|20R |3286.629|01 00 46.21 -33 42 34.0|18.15| 1.24| 105.2| 7.8| 0.27|0.03| 0.40|0.09|1.000|106.9|3.0| 0.40|0.06
Scl-0100|4R  |3288.571|01 00 46.21 -33 42 34.0|18.15| 1.24| 107.2| 3.2| 0.33|0.02| 0.40|0.08|     |     |   |     |
Scl-0101|20R |3286.629|01 00 48.31 -33 47 00.9|18.16| 1.31|  97.9| 4.8| 0.42|0.03| 0.50|0.09|1.000|101.2|0.9| 0.44|0.05
Scl-0101|5R  |3289.593|01 00 48.31 -33 47 00.9|18.16| 1.31| 101.0| 4.0| 0.34|0.03| 0.37|0.09|     |     |   |     |
Scl-0101|1R  |4017.555|01 00 48.31 -33 47 00.9|18.16| 1.31| 101.3| 1.0| 0.37|0.02| 0.45|0.08|     |     |   |     |
Scl-0102|20R |3286.629|01 00 54.04 -33 46 31.0|18.24| 1.35| 108.9| 4.9| 0.47|0.04| 0.49|0.10|1.000|107.0|2.9| 0.41|0.07
Scl-0102|5R  |3289.593|01 00 54.04 -33 46 31.0|18.24| 1.35| 106.0| 3.6| 0.33|0.03| 0.33|0.09|     |     |   |     |
Scl-0103|20R |3286.629|01 01 03.70 -33 37 58.9|18.40| 1.18| 113.5|12.0| 0.36|0.04| 0.25|0.11|1.000|111.2|3.7| 0.27|0.08
Scl-0103|4R  |3288.571|01 01 03.70 -33 37 58.9|18.40| 1.18| 110.9| 3.9| 0.35|0.04| 0.29|0.11|     |     |   |     |
Scl-0104|20R |3286.629|01 01 02.01 -33 39 28.8|18.13| 1.28|  98.1| 3.6| 0.33|0.02| 0.41|0.08|1.000|100.5|1.0| 0.35|0.05
Scl-0104|4R  |3288.571|01 01 02.01 -33 39 28.8|18.13| 1.28| 102.6| 4.8| 0.36|0.03| 0.18|0.10|     |     |   |     |
Scl-0104|1R  |4017.555|01 01 02.01 -33 39 28.8|18.13| 1.28| 100.7| 1.1| 0.40|0.03| 0.42|0.09|     |     |   |     |
Scl-0105|20R |3286.629|01 01 04.49 -33 41 16.8|18.14| 1.42| 113.0| 2.4| 0.39|0.03| 0.44|0.09|0.999|113.1|0.9| 0.54|0.05
Scl-0105|4R  |3288.571|01 01 04.49 -33 41 16.8|18.14| 1.42| 117.8| 4.0| 0.38|0.05| 0.70|0.10|     |     |   |     |
Scl-0105|1R  |4017.555|01 01 04.49 -33 41 16.8|18.14| 1.42| 112.9| 0.9| 0.45|0.02| 0.51|0.08|     |     |   |     |
Scl-0106|20R |3286.629|01 01 10.27 -33 38 37.8|17.95| 1.25| 109.9| 3.4| 0.34|0.03| 0.45|0.09|1.000|110.0|2.1| 0.45|0.06
Scl-0106|4R  |3288.571|01 01 10.27 -33 38 37.8|17.95| 1.25| 110.1| 2.7| 0.33|0.03| 0.44|0.09|     |     |   |     |
Scl-0107|20R |3286.629|01 01 12.53 -33 41 03.8|18.07| 1.30| 118.1| 1.5| 0.41|0.02| 0.42|0.08|1.000|115.9|0.8| 0.37|0.06
Scl-0107|1R  |4017.555|01 01 12.53 -33 41 03.8|18.07| 1.30| 115.0| 1.0| 0.37|0.03| 0.30|0.09|     |     |   |     |
Scl-0108|20R |3286.629|01 01 19.27 -33 45 41.6|17.63| 1.42|  98.6| 2.2| 0.38|0.02| 0.36|0.08|0.999|     |   |     |
Scl-0109|20R |3286.629|01 01 15.39 -33 45 05.2|18.19| 1.22| 100.9| 5.8| 0.32|0.03| 0.27|0.09|1.000|     |   |     |
Scl-0110|20R |3286.629|01 01 39.59 -33 42 15.8|18.28| 1.29| 113.1| 9.4| 0.42|0.03| 0.21|0.09|1.000|     |   |     |
Scl-0111|20R |3286.629|01 01 30.18 -33 46 16.9|18.10| 1.27| 106.6| 3.1| 0.45|0.02| 0.41|0.08|1.000|     |   |     |
Scl-0112|3B  |3287.552|00 59 00.31 -33 37 25.9|19.98| 1.02| 124.2| 4.1| 0.33|0.04| 0.37|0.09|1.000|     |   |     |
Scl-0113|3B  |3287.552|00 59 11.69 -33 38 29.5|19.12| 1.24|  92.7| 1.7| 0.28|0.03| 0.23|0.06|0.998|     |   |     |
Scl-0114|3B  |3287.552|00 59 04.10 -33 38 39.2|19.86| 1.14|  96.1| 0.9| 0.31|0.02| 0.37|0.05|0.999| 96.0|0.9| 0.37|0.05
Scl-0114|31B |3287.694|00 59 04.10 -33 38 39.2|19.86| 1.14|  92.2| 5.5|     |    |     |    |     |     |   |     |
Scl-0115|3B  |3287.552|00 59 05.38 -33 38 54.1|19.92| 1.07|  92.8| 1.3| 0.32|0.04| 0.76|0.05|0.016|     |   |     |
Scl-0116|3B  |3287.552|00 59 09.48 -33 39 15.6|19.87| 1.03| 107.4| 1.4| 0.44|0.03| 0.23|0.09|1.000|     |   |     |
Scl-0117|3B  |3287.552|00 59 20.03 -33 33 05.6|19.37| 1.11| 120.7| 1.2| 0.41|0.03| 0.42|0.06|1.000|     |   |     |
Scl-0118|3B  |3287.552|00 59 22.97 -33 33 29.4|19.66| 1.12| 118.5| 2.1|     |    | 1.07|0.07|0.000|     |   |     |
Scl-0119|3B  |3287.552|00 59 18.63 -33 36 54.6|19.92| 1.06| 110.0| 1.8|     |    | 0.31|0.11|1.000|     |   |     |
Scl-0120|3B  |3287.552|00 59 15.55 -33 37 02.6|19.66| 1.11| 105.0| 1.7|     |    | 0.40|0.16|1.000|     |   |     |
Scl-0121|3B  |3287.552|00 59 18.72 -33 38 13.2|19.79| 1.02| 111.7| 4.7| 0.03|0.16| 0.09|0.19|1.000|     |   |     |
Scl-0122|3B  |3287.552|00 59 22.39 -33 38 45.6|19.95| 1.12| 104.0| 5.9|     |    | 0.33|0.20|1.000|     |   |     |
Scl-0123|3B  |3287.552|00 59 26.71 -33 39 06.5|19.61| 1.09| 106.9| 5.1|     |    |     |    |0.999|     |   |     |
Scl-0124|3B  |3287.552|00 59 18.73 -33 45 15.7|19.70| 1.06| 108.7| 2.4| 0.31|0.02| 0.34|0.06|1.000|     |   |     |
Scl-0125|3B  |3287.552|00 59 13.37 -33 44 14.5|19.72| 1.10| 107.8| 2.4| 0.33|0.03| 0.24|0.08|1.000|110.1|1.8| 0.31|0.06
Scl-0125|31B |3287.694|00 59 13.37 -33 44 14.5|19.72| 1.10| 113.3| 2.8| 0.39|0.04| 0.40|0.09|     |     |   |     |
Scl-0126|3B  |3287.552|00 59 21.31 -33 43 20.8|19.53| 1.09| 106.7| 1.9| 0.25|0.03| 0.33|0.06|1.000|     |   |     |
Scl-0127|3B  |3287.552|00 59 18.74 -33 42 36.4|19.96| 1.05| 113.9| 2.7| 0.38|0.03| 0.32|0.07|1.000|     |   |     |
Scl-0128|3B  |3287.552|00 59 19.58 -33 42 11.8|19.51| 1.16| 107.8| 2.2| 0.32|0.02| 0.39|0.05|1.000|     |   |     |
Scl-0129|3B  |3287.552|00 59 20.62 -33 40 05.5|19.66| 1.12| 100.2| 2.2| 0.35|0.02| 0.22|0.06|1.000|     |   |     |
Scl-0130|3B  |3287.552|00 59 11.20 -33 44 28.3|19.59| 1.11| 114.4| 1.6| 0.31|0.02| 0.26|0.06|1.000|114.7|1.1| 0.29|0.04
Scl-0130|31B |3287.694|00 59 11.20 -33 44 28.3|19.59| 1.11| 115.1| 1.6| 0.26|0.03| 0.31|0.06|     |     |   |     |
Scl-0131|3B  |3287.552|00 59 09.29 -33 43 11.6|19.99| 1.08|  90.8| 3.6| 0.23|0.03| 0.42|0.06|0.998|     |   |     |
Scl-0132|3B  |3287.552|00 59 10.39 -33 42 13.6|19.85| 1.02| 121.8| 2.6| 0.34|0.03| 0.32|0.07|1.000|119.7|1.9| 0.34|0.05
Scl-0132|31B |3287.694|00 59 10.39 -33 42 13.6|19.85| 1.02| 117.6| 2.7| 0.36|0.04| 0.36|0.08|     |     |   |     |
Scl-0133|3B  |3287.552|00 59 06.97 -33 41 51.1|19.47| 1.02| 123.0| 5.4| 0.27|0.03| 0.14|0.07|1.000|124.7|2.2| 0.30|0.05
Scl-0133|31B |3287.694|00 59 06.97 -33 41 51.1|19.47| 1.02| 125.1| 2.4| 0.39|0.04| 0.54|0.08|     |     |   |     |
Scl-0134|3B  |3287.552|00 59 13.19 -33 41 47.5|19.85| 1.12| 117.7| 1.0| 0.35|0.02| 0.41|0.05|1.000|116.9|0.9| 0.41|0.04
Scl-0134|31B |3287.694|00 59 13.19 -33 41 47.5|19.85| 1.12| 110.4| 2.8| 0.33|0.06| 0.41|0.11|     |     |   |     |
Scl-0135|3B  |3287.552|00 59 12.24 -33 41 35.2|19.21| 1.14| 106.3| 0.9| 0.34|0.02| 0.39|0.04|1.000|     |   |     |
Scl-0136|3B  |3287.552|00 59 11.07 -33 40 39.4|19.55| 1.08| 138.1| 2.8| 0.34|0.03| 0.23|0.07|0.998|     |   |     |
Scl-0137|3B  |3287.552|00 59 08.80 -33 40 21.3|19.20| 1.25| 109.1| 1.0| 0.34|0.02| 0.40|0.05|1.000|110.6|0.8| 0.39|0.04
Scl-0137|31B |3287.694|00 59 08.80 -33 40 21.3|19.20| 1.25| 112.8| 1.2| 0.34|0.03| 0.38|0.06|     |     |   |     |
Scl-0138|3B  |3287.552|00 59 35.59 -33 34 14.4|19.13| 1.14| 105.8| 3.6| 0.31|0.02| 0.40|0.05|1.000|     |   |     |
Scl-0139|3B  |3287.552|00 59 25.65 -33 36 16.5|19.98| 1.03| 115.7| 3.4| 0.27|0.03| 0.42|0.07|1.000|     |   |     |
Scl-0140|3B  |3287.552|00 59 30.91 -33 36 50.1|19.94| 1.10| 105.1| 2.2| 0.30|0.03| 0.27|0.07|1.000|     |   |     |
Scl-0141|3B  |3287.552|00 59 26.31 -33 37 52.6|19.94| 1.12|  97.3| 3.8| 0.34|0.04| 0.23|0.11|0.999|     |   |     |
Scl-0142|3B  |3287.552|00 59 29.62 -33 38 01.2|19.15| 1.13|  99.6| 0.8| 0.34|0.02| 0.28|0.04|1.000|     |   |     |
Scl-0143|3B  |3287.552|00 59 42.99 -33 32 08.9|19.83| 1.03| 106.3| 2.7| 0.34|0.03| 0.13|0.10|1.000|     |   |     |
Scl-0144|3B  |3287.552|00 59 39.85 -33 33 42.0|19.99| 1.05| 124.4| 2.3| 0.29|0.03| 0.28|0.09|1.000|     |   |     |
Scl-0145|3B  |3287.552|00 59 34.43 -33 35 39.2|19.85| 1.06| 108.7| 4.0| 0.41|0.03| 0.18|0.08|1.000|     |   |     |
Scl-0146|3B  |3287.552|00 59 39.03 -33 36 00.7|19.33| 1.03| 108.3| 0.8| 0.40|0.02| 0.41|0.05|1.000|     |   |     |
Scl-0147|3B  |3287.552|00 59 34.02 -33 36 15.7|19.16| 1.17| 108.2| 1.0| 0.32|0.02| 0.38|0.05|1.000|     |   |     |
Scl-0148|3B  |3287.552|00 59 34.29 -33 37 19.0|19.85| 1.06| 106.9| 1.6| 0.37|0.03| 0.29|0.07|1.000|     |   |     |
Scl-0149|3B  |3287.552|00 59 33.66 -33 38 00.5|19.76| 1.11| 110.5| 2.7| 0.29|0.03| 0.27|0.07|1.000|     |   |     |
Scl-0150|3B  |3287.552|00 59 34.24 -33 43 19.0|19.16| 1.10| 116.3| 0.6| 0.39|0.02| 0.34|0.05|1.000|     |   |     |
Scl-0151|3B  |3287.552|00 59 32.97 -33 43 16.4|19.70| 1.15| 106.1| 1.0| 0.41|0.02| 0.53|0.05|0.999|     |   |     |
Scl-0152|3B  |3287.552|00 59 30.05 -33 43 04.6|19.44| 1.03| 109.6| 0.8| 0.41|0.02| 0.32|0.05|1.000|     |   |     |
Scl-0153|3B  |3287.552|00 59 28.37 -33 42 43.5|19.50| 1.05| 121.0| 2.6| 0.36|0.02| 0.46|0.06|1.000|     |   |     |
Scl-0154|3B  |3287.552|00 59 26.43 -33 42 21.5|19.27| 1.14| 120.7| 0.8| 0.33|0.02| 0.37|0.04|1.000|     |   |     |
Scl-0155|3B  |3287.552|00 59 35.38 -33 41 33.9|19.42| 1.18| 124.0| 2.6| 0.39|0.04| 0.30|0.13|1.000|     |   |     |
Scl-0156|3B  |3287.552|00 59 31.89 -33 40 38.5|19.66| 1.08| 114.2| 2.0| 0.33|0.03| 0.39|0.07|1.000|     |   |     |
Scl-0157|3B  |3287.552|00 59 24.26 -33 42 45.2|19.84| 0.98| 111.8| 2.1| 0.36|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0158|3B  |3287.552|00 59 23.45 -33 41 26.7|19.89| 0.97| 118.5| 2.5| 0.33|0.03| 0.40|0.06|1.000|     |   |     |
Scl-0159|3B  |3287.552|00 59 27.24 -33 40 50.3|19.30| 1.15| 107.2| 2.4| 0.28|0.02| 0.32|0.05|1.000|     |   |     |
Scl-0160|3B  |3287.552|00 59 26.68 -33 40 22.4|19.22| 1.14| 115.7| 3.7| 0.28|0.03| 0.19|0.08|1.000|     |   |     |
Scl-0161|3B  |3287.552|00 59 26.79 -33 39 24.3|19.49| 1.05| 106.5| 2.0| 0.33|0.02| 0.23|0.05|1.000|     |   |     |
Scl-0162|3B  |3287.552|00 59 47.71 -33 32 25.1|19.43| 0.98| 105.5| 2.5| 0.35|0.03| 0.18|0.07|1.000|     |   |     |
Scl-0163|3B  |3287.552|00 59 46.55 -33 34 29.1|19.62| 1.11| 106.2| 4.2| 0.30|0.04| 0.26|0.08|1.000|     |   |     |
Scl-0164|3B  |3287.552|00 59 43.86 -33 35 09.8|19.94| 0.92| 112.9| 2.0| 0.27|0.06| 0.31|0.11|1.000|     |   |     |
Scl-0165|3B  |3287.552|00 59 42.30 -33 35 47.3|19.52| 1.09|  98.5| 3.4| 0.30|0.03| 0.22|0.06|1.000|     |   |     |
Scl-0166|3B  |3287.552|00 59 43.21 -33 37 01.7|19.72| 1.10| 103.5| 1.1| 0.43|0.03| 0.36|0.06|1.000|     |   |     |
Scl-0167|3B  |3287.552|00 59 42.70 -33 38 59.0|19.82| 1.04| 108.5| 2.9| 0.40|0.03| 0.35|0.08|1.000|     |   |     |
Scl-0168|3B  |3287.552|00 59 53.01 -33 35 14.1|19.74| 1.16| 126.8| 1.7| 0.38|0.03| 0.41|0.07|1.000|     |   |     |
Scl-0169|3B  |3287.552|00 59 49.57 -33 35 36.0|19.69| 1.10| 115.1| 2.6| 0.45|0.03| 0.44|0.07|1.000|     |   |     |
Scl-0170|3B  |3287.552|00 59 50.17 -33 36 43.3|19.53| 1.13| 116.8| 1.3| 0.41|0.03| 0.32|0.06|1.000|     |   |     |
Scl-0171|3B  |3287.552|00 59 46.39 -33 37 22.0|19.28| 1.14|  98.6| 1.3| 0.39|0.02| 0.34|0.06|1.000|     |   |     |
Scl-0172|3B  |3287.552|00 59 50.42 -33 38 04.2|19.95| 1.05| 112.4| 2.9| 0.34|0.03| 0.41|0.07|1.000|     |   |     |
Scl-0173|3B  |3287.552|00 59 44.89 -33 38 14.7|19.31| 1.10| 100.0| 3.1| 0.39|0.03| 0.22|0.08|1.000|     |   |     |
Scl-0174|3B  |3287.552|00 59 44.60 -33 38 35.1|19.66| 1.16| 105.0| 1.6| 0.37|0.03| 0.45|0.07|1.000|     |   |     |
Scl-0175|3B  |3287.552|00 59 50.28 -33 45 41.8|19.38| 1.11| 115.1| 3.5| 0.36|0.03| 0.17|0.07|1.000|     |   |     |
Scl-0176|3B  |3287.552|00 59 53.20 -33 45 25.2|19.66| 1.13| 108.9| 1.6| 0.40|0.03| 0.31|0.07|1.000|     |   |     |
Scl-0177|3B  |3287.552|00 59 46.81 -33 45 01.4|19.52| 1.12| 102.8| 3.0| 0.36|0.03| 0.17|0.07|1.000|103.7|1.0| 0.27|0.06
Scl-0177|1B  |4017.555|00 59 46.81 -33 45 01.4|19.52| 1.12| 103.8| 1.0| 0.47|0.04| 0.44|0.10|     |     |   |     |
Scl-0178|3B  |3287.552|00 59 49.64 -33 43 31.2|19.81| 1.09|  92.7| 5.6| 0.32|0.03| 0.13|0.09|1.000| 99.8|1.1| 0.26|0.07
Scl-0178|1B  |4017.555|00 59 49.64 -33 43 31.2|19.81| 1.09| 100.1| 1.1| 0.32|0.05| 0.45|0.10|     |     |   |     |
Scl-0179|3B  |3287.552|00 59 50.70 -33 43 06.3|19.53| 1.16| 107.7| 1.7| 0.37|0.03| 0.41|0.06|1.000|     |   |     |
Scl-0180|3B  |3287.552|00 59 47.42 -33 40 23.1|19.15| 1.11| 123.8| 1.2| 0.26|0.02| 0.36|0.05|1.000|     |   |     |
Scl-0181|3B  |3287.552|00 59 42.94 -33 45 58.2|19.56| 1.00|  99.0| 3.5| 0.32|0.03| 0.37|0.06|1.000| 96.7|1.7| 0.38|0.04
Scl-0181|15B |3289.712|00 59 42.94 -33 45 58.2|19.56| 1.00|  96.0| 2.0| 0.34|0.03| 0.39|0.06|     |     |   |     |
Scl-0182|3B  |3287.552|00 59 41.95 -33 45 17.2|19.94| 1.08| 118.8| 2.9| 0.34|0.03| 0.29|0.07|1.000|120.2|0.8| 0.50|0.04
Scl-0182|15B |3289.712|00 59 41.95 -33 45 17.2|19.94| 1.08| 120.4| 0.8| 0.40|0.03| 0.62|0.06|     |     |   |     |
Scl-0183|3B  |3287.552|00 59 41.40 -33 43 43.8|19.55| 1.16| 113.5| 2.0| 0.29|0.03| 0.31|0.06|1.000|     |   |     |
Scl-0184|3B  |3287.552|00 59 44.40 -33 43 00.6|19.15| 1.21| 105.3| 0.6| 0.40|0.02| 0.41|0.04|1.000|     |   |     |
Scl-0185|3B  |3287.552|00 59 46.50 -33 42 36.1|19.82| 0.98| 118.2| 3.6| 0.29|0.03| 0.32|0.06|1.000|     |   |     |
Scl-0186|3B  |3287.552|00 59 43.49 -33 41 45.2|19.58| 1.10| 117.3| 4.3| 0.27|0.03| 0.19|0.07|1.000|     |   |     |
Scl-0187|3B  |3287.552|00 59 40.43 -33 40 24.7|19.74| 1.06| 115.6| 2.2| 0.33|0.03| 0.19|0.07|1.000|     |   |     |
Scl-0188|3B  |3287.552|00 59 46.32 -33 39 20.2|19.79| 1.09| 116.1| 2.0| 0.31|0.03| 0.33|0.06|1.000|     |   |     |
Scl-0189|3B  |3287.552|00 59 58.43 -33 35 17.6|19.20| 1.19|  93.2| 1.4| 0.43|0.03| 0.49|0.06|0.996|     |   |     |
Scl-0190|3B  |3287.552|00 59 57.28 -33 35 50.4|19.24| 1.16| 102.1| 3.4| 0.42|0.03| 0.16|0.09|1.000|     |   |     |
Scl-0191|3B  |3287.552|01 00 00.42 -33 36 20.5|19.59| 1.16|  99.2| 2.1| 0.30|0.03| 0.44|0.07|0.999|     |   |     |
Scl-0192|3B  |3287.552|00 59 54.85 -33 36 52.6|19.27| 1.16| 113.9| 1.0| 0.40|0.02| 0.34|0.06|1.000|     |   |     |
Scl-0193|3B  |3287.552|00 59 58.78 -33 37 16.8|19.81| 0.95|  92.7| 3.6| 0.29|0.03| 0.18|0.07|0.998|     |   |     |
Scl-0194|3B  |3287.552|00 59 55.99 -33 38 03.1|19.99| 1.10| 108.4| 3.6| 0.28|0.04| 0.27|0.09|1.000|     |   |     |
Scl-0195|3B  |3287.552|00 59 58.30 -33 38 42.1|19.83| 1.05| 122.8| 4.2| 0.34|0.03| 0.38|0.07|1.000|     |   |     |
Scl-0196|3B  |3287.552|01 00 03.65 -33 36 48.4|19.57| 1.04| 107.0| 2.1| 0.25|0.03| 0.36|0.06|1.000|     |   |     |
Scl-0197|3B  |3287.552|01 00 06.58 -33 37 41.1|19.64| 1.21| 107.8| 2.5| 0.32|0.03| 0.29|0.07|1.000|     |   |     |
Scl-0198|3B  |3287.552|01 00 08.66 -33 38 27.3|19.18| 1.14| 111.8| 1.0| 0.34|0.02| 0.29|0.05|1.000|111.8|1.0| 0.31|0.04
Scl-0198|4R  |3288.571|01 00 08.66 -33 38 27.3|19.18| 1.14| 113.0| 5.8| 0.45|0.03| 0.38|0.11|     |     |   |     |
Scl-0199|3B  |3287.552|01 00 09.69 -33 39 03.3|19.65| 1.06| 101.8| 5.6| 0.35|0.03| 0.28|0.07|1.000|104.5|0.8| 0.37|0.04
Scl-0199|4B  |3288.571|01 00 09.69 -33 39 03.3|19.65| 1.06| 104.6| 0.8| 0.36|0.02| 0.40|0.04|     |     |   |     |
Scl-0200|3B  |3287.552|00 59 59.20 -33 40 06.5|19.52| 1.07| 114.4| 4.2| 0.28|0.03| 0.35|0.06|1.000|     |   |     |
Scl-0201|3B  |3287.552|00 59 59.33 -33 44 24.3|19.54| 1.10| 105.7| 4.1|     |    | 1.18|0.05|0.000|     |   |     |
Scl-0202|3B  |3287.552|01 00 01.19 -33 43 33.4|19.58| 1.03|  98.7| 3.3|     |    |     |    |0.996|     |   |     |
Scl-0203|3B  |3287.552|00 59 59.34 -33 43 18.2|19.51| 1.09| 121.3| 4.3|     |    |     |    |0.999|     |   |     |
Scl-0204|3B  |3287.552|00 59 59.35 -33 42 55.1|19.78| 1.12| 109.1| 1.5|     |    | 0.95|0.11|0.337|     |   |     |
Scl-0205|3B  |3287.552|00 59 59.70 -33 42 36.9|19.53| 1.14| 120.8| 4.5|     |    |     |    |0.999|     |   |     |
Scl-0206|3B  |3287.552|01 00 00.93 -33 42 05.2|19.55| 1.10| 118.1| 2.8|     |    |     |    |0.999|     |   |     |
Scl-0207|3B  |3287.552|01 00 01.62 -33 41 47.0|19.84| 1.10| 109.0| 5.0|     |    |     |    |0.999|     |   |     |
Scl-0208|3B  |3287.552|00 59 58.34 -33 40 57.7|19.98| 1.12| 106.3| 2.8|     |    |     |    |0.999|     |   |     |
Scl-0209|3B  |3287.552|00 59 54.19 -33 44 29.1|19.91| 1.10| 107.1| 3.2| 0.45|0.04| 1.32|0.04|0.000|     |   |     |
Scl-0210|3B  |3287.552|00 59 58.04 -33 44 03.0|19.59| 1.11| 115.4| 2.3|     |    |     |    |0.999|     |   |     |
Scl-0211|3B  |3287.552|00 59 56.64 -33 44 00.7|19.94| 1.13| 110.2| 5.0|     |    |     |    |0.999|     |   |     |
Scl-0212|3B  |3287.552|00 59 54.48 -33 43 48.9|19.26| 1.07|  97.7| 1.5| 0.39|0.02| 0.25|0.10|1.000|     |   |     |
Scl-0213|3B  |3287.552|00 59 58.86 -33 43 41.1|19.61| 1.12|  95.5| 4.0|     |    |     |    |0.994|     |   |     |
Scl-0214|3B  |3287.552|00 59 52.56 -33 39 45.2|19.28| 1.04|  97.6| 2.1| 0.35|0.02| 0.44|0.09|1.000|101.3|1.5| 0.43|0.08
Scl-0214|1B  |4017.555|00 59 52.56 -33 39 45.2|19.28| 1.04| 104.5| 2.0| 0.42|0.06| 0.40|0.16|     |     |   |     |
Scl-0215|3R  |3287.552|00 58 58.88 -33 39 02.6|18.32| 1.24| 119.7| 3.5| 0.28|0.03| 0.25|0.08|1.000|121.9|1.1| 0.36|0.05
Scl-0215|31B |3287.694|00 58 58.88 -33 39 02.6|18.32| 1.24| 122.1| 1.1| 0.33|0.03| 0.41|0.06|     |     |   |     |
Scl-0216|3R  |3287.552|00 59 15.15 -33 42 54.8|17.73| 1.39| 111.9| 1.4| 0.37|0.02| 0.42|0.08|1.000|112.4|0.4| 0.48|0.03
Scl-0216|31B |3287.694|00 59 15.15 -33 42 54.8|17.73| 1.39| 112.5| 0.4| 0.44|0.01| 0.49|0.03|     |     |   |     |
Scl-0217|3R  |3287.552|00 59 10.13 -33 40 18.5|18.29| 1.23| 106.6| 3.0| 0.34|0.02| 0.49|0.08|1.000|107.5|0.6| 0.44|0.05
Scl-0217|31B |3287.694|00 59 10.13 -33 40 18.5|18.29| 1.23| 107.6| 0.7| 0.40|0.02| 0.41|0.06|     |     |   |     |
Scl-0218|3R  |3287.552|00 59 04.05 -33 40 31.5|18.17| 1.26| 101.3| 2.4| 0.36|0.02| 0.33|0.08|0.999| 97.8|0.9| 0.34|0.05
Scl-0218|31B |3287.694|00 59 04.05 -33 40 31.5|18.17| 1.26|  97.2| 1.0| 0.37|0.03| 0.35|0.06|     |     |   |     |
Scl-0219|3R  |3287.552|00 59 32.53 -33 45 35.1|19.08| 1.06| 120.6| 9.4| 0.30|0.06| 0.44|0.12|1.000|113.6|0.6| 0.40|0.05
Scl-0219|15B |3289.712|00 59 32.53 -33 45 35.1|19.08| 1.06| 113.6| 0.6| 0.38|0.02| 0.39|0.06|     |     |   |     |
Scl-0220|3R  |3287.552|00 59 52.39 -33 41 28.1|18.23| 1.39| 114.8| 3.4| 0.38|0.03| 0.45|0.09|0.999|114.6|0.6| 0.56|0.05
Scl-0220|1B  |4017.555|00 59 52.39 -33 41 28.1|18.23| 1.39| 114.6| 0.6| 0.52|0.02| 0.60|0.05|     |     |   |     |
Scl-0221|3R  |3287.552|01 00 01.47 -33 39 49.7|17.93| 1.46| 112.0| 1.5| 0.44|0.02| 0.44|0.09|0.005|113.8|0.4| 0.79|0.02
Scl-0221|1B  |4017.555|01 00 01.47 -33 39 49.7|17.93| 1.46| 114.0| 0.5| 0.59|0.01| 0.82|0.03|     |     |   |     |
Scl-0222|3R  |3287.552|00 59 12.58 -33 36 53.2|18.58| 1.19| 114.7| 9.6| 0.31|0.04| 0.44|0.10|1.000|     |   |     |
Scl-0223|3R  |3287.552|00 59 11.34 -33 37 28.2|17.98| 1.33| 107.0| 4.8| 0.33|0.02| 0.36|0.08|1.000|     |   |     |
Scl-0224|3R  |3287.552|00 59 11.53 -33 38 03.4|18.24| 1.30| 116.0| 3.7| 0.33|0.02| 0.35|0.08|1.000|     |   |     |
Scl-0225|3R  |3287.552|00 59 00.13 -33 38 51.0|18.86| 1.20| 123.3| 9.9| 0.19|0.05| 0.20|0.10|1.000|     |   |     |
Scl-0226|3R  |3287.552|00 59 24.37 -33 45 28.8|18.44| 1.26|  91.3| 6.2| 0.34|0.04| 0.32|0.10|0.999|     |   |     |
Scl-0227|3R  |3287.552|00 59 24.81 -33 45 13.2|18.86| 1.19| 107.0| 5.2| 0.24|0.05| 0.61|0.10|0.998|     |   |     |
Scl-0228|3R  |3287.552|00 59 19.60 -33 44 24.2|18.86| 1.19|-197.4|10.0| 0.44|0.04| 0.40|0.11|0.000|     |   |     |
Scl-0229|3R  |3287.552|00 59 22.50 -33 42 55.9|18.95| 1.25| 100.4|10.9| 0.35|0.05| 0.50|0.10|0.999|     |   |     |
Scl-0230|3R  |3287.552|00 59 16.68 -33 40 30.4|18.03| 1.41| 103.6| 1.2| 0.43|0.02| 0.33|0.08|1.000|     |   |     |
Scl-0231|3R  |3287.552|00 59 02.36 -33 42 24.9|18.59| 1.25| 113.4| 5.7| 0.23|0.07| 0.49|0.11|0.999|     |   |     |
Scl-0232|3R  |3287.552|00 59 12.72 -33 41 09.4|17.91| 1.36| 130.4| 5.4| 0.33|0.04| 0.38|0.10|1.000|     |   |     |
Scl-0233|3R  |3287.552|00 59 14.56 -33 40 40.0|17.55| 1.51| 117.2| 1.3| 0.38|0.03| 0.56|0.09|0.999|     |   |     |
