#Table: J/AJ/137/3100/table5.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Sex-0176|5B  |3416.684|10 12 37.72 -01 44 15.0|19.81| 0.98| 226.3| 4.3| 0.27|0.04| 0.34|0.09|     |     |   |     |
Sex-0177|5B  |3091.698|10 12 40.27 -01 41 46.1|18.74| 0.77|  66.7| 0.5| 0.36|0.02| 0.75|0.03|0.000| 66.8|0.4| 0.74|0.03
Sex-0177|1R  |3411.775|10 12 40.27 -01 41 46.1|18.74| 0.77|  68.3| 1.9| 0.37|0.06| 0.67|0.11|     |     |   |     |
Sex-0177|5R  |3416.684|10 12 40.27 -01 41 46.1|18.74| 0.77|  64.5| 1.6| 0.37|0.03| 0.69|0.09|     |     |   |     |
Sex-0177|1R  |4122.822|10 12 40.27 -01 41 46.1|18.74| 0.77|  67.5| 1.0|     |    |     |    |     |     |   |     |
Sex-0178|5B  |3091.698|10 12 38.87 -01 41 45.0|19.20| 1.00| 226.8| 2.1| 0.34|0.04| 0.34|0.08|0.999|228.2|1.7| 0.34|0.07
Sex-0178|1R  |3411.775|10 12 38.87 -01 41 45.0|19.20| 1.00| 232.0| 6.6| 0.30|0.05| 0.33|0.11|     |     |   |     |
Sex-0178|1R  |4122.822|10 12 38.87 -01 41 45.0|19.20| 1.00| 230.4| 3.2|     |    |     |    |     |     |   |     |
Sex-0179|5B  |3091.698|10 12 35.91 -01 41 15.2|18.66| 1.14| 219.3| 0.9| 0.41|0.02| 0.38|0.05|0.999|219.1|0.8| 0.40|0.04
Sex-0179|5R  |3416.684|10 12 35.91 -01 41 15.2|18.66| 1.14| 217.2| 2.8| 0.42|0.04| 0.49|0.09|     |     |   |     |
Sex-0180|5B  |3091.698|10 12 27.77 -01 39 27.2|20.17| 0.60| 195.8| 3.9| 0.27|0.09| 0.43|0.19|0.455|     |   |     |
Sex-0181|5B  |3091.698|10 12 41.56 -01 31 57.1|18.46| 1.12| 219.0| 3.0| 0.34|0.04| 0.41|0.09|0.999|221.6|1.8| 0.41|0.09
Sex-0181|1R  |4122.822|10 12 41.56 -01 31 57.1|18.46| 1.12| 219.1| 4.1|     |    |     |    |     |     |   |     |
Sex-0181|6R  |4124.814|10 12 41.56 -01 31 57.1|18.46| 1.12| 224.6| 2.6|     |    |     |    |     |     |   |     |
Sex-0182|5B  |3091.698|10 12 35.13 -01 39 40.2|19.11| 0.93| 228.9| 5.5| 0.29|0.05| 0.39|0.09|0.998|     |   |     |
Sex-0183|5B  |3091.698|10 12 26.79 -01 45 05.1|19.68| 1.10| 256.8| 3.2| 0.21|0.11| 1.11|0.06|0.000|     |   |     |
Sex-0184|5B  |3091.698|10 12 26.94 -01 44 31.7|19.23| 0.97| 215.4| 4.8| 0.28|0.04| 0.14|0.10|0.997|     |   |     |
Sex-0185|5B  |3091.698|10 12 26.09 -01 43 31.1|19.95| 0.84| 221.0| 3.0| 0.37|0.05| 0.52|0.11|0.998|222.2|1.1| 0.41|0.05
Sex-0185|5B  |3416.684|10 12 26.09 -01 43 31.1|19.95| 0.84| 223.4| 1.3| 0.34|0.03| 0.29|0.07|     |     |   |     |
Sex-0185|26B |3416.837|10 12 26.09 -01 43 31.1|19.95| 0.84| 217.4| 3.0| 0.43|0.04| 0.52|0.08|     |     |   |     |
Sex-0186|5B  |3091.698|10 12 30.71 -01 42 07.5|19.80| 0.97| 227.7| 3.9| 0.41|0.06| 0.38|0.15|0.993|226.0|0.8| 0.47|0.05
Sex-0186|5B  |3416.684|10 12 30.71 -01 42 07.5|19.80| 0.97| 225.9| 0.8| 0.35|0.03| 0.48|0.05|     |     |   |     |
Sex-0187|5B  |3091.698|10 12 16.15 -01 45 48.1|17.65| 1.29| 221.9| 0.8| 0.44|0.01| 0.37|0.03|0.998|221.0|0.4| 0.38|0.02
Sex-0187|34B |3409.774|10 12 16.15 -01 45 48.1|17.65| 1.29| 220.7| 0.6| 0.43|0.01| 0.38|0.03|     |     |   |     |
Sex-0187|5R  |3416.684|10 12 16.15 -01 45 48.1|17.65| 1.29| 220.0| 1.6| 0.40|0.02| 0.37|0.08|     |     |   |     |
Sex-0187|26R |3416.837|10 12 16.15 -01 45 48.1|17.65| 1.29| 220.6| 1.3| 0.40|0.02| 0.45|0.08|     |     |   |     |
Sex-0188|5B  |3091.698|10 12 16.23 -01 44 45.4|18.12| 1.09| 211.5| 1.9| 0.28|0.02| 0.21|0.04|0.992|210.0|0.8| 0.29|0.02
Sex-0188|34B |3409.774|10 12 16.23 -01 44 45.4|18.12| 1.09| 209.3| 1.0| 0.31|0.01| 0.29|0.03|     |     |   |     |
Sex-0188|5R  |3416.684|10 12 16.23 -01 44 45.4|18.12| 1.09| 210.9| 2.6| 0.33|0.03| 0.29|0.09|     |     |   |     |
Sex-0188|26B |3416.837|10 12 16.23 -01 44 45.4|18.12| 1.09| 212.0| 3.7| 0.22|0.02| 0.39|0.05|     |     |   |     |
Sex-0189|5B  |3091.698|10 12 21.23 -01 42 46.0|17.81| 0.88|  19.0| 0.5| 0.42|0.01| 0.95|0.02|0.000| 22.7|0.4| 0.94|0.01
Sex-0189|5R  |3416.684|10 12 21.23 -01 42 46.0|17.81| 0.88|  34.1| 1.9| 0.35|0.02| 0.79|0.09|     |     |   |     |
Sex-0189|26B |3416.837|10 12 21.23 -01 42 46.0|17.81| 0.88|  28.3| 0.8| 0.41|0.01| 0.93|0.02|     |     |   |     |
Sex-0190|5B  |3091.698|10 12 25.05 -01 42 31.2|19.24| 1.03| 251.8| 2.6| 0.34|0.04| 0.21|0.10|0.799|252.4|2.3| 0.27|0.06
Sex-0190|26B |3416.837|10 12 25.05 -01 42 31.2|19.24| 1.03| 254.8| 5.1| 0.31|0.03| 0.30|0.08|     |     |   |     |
Sex-0191|5B  |3091.698|10 12 30.19 -01 40 48.5|     |     |   8.4| 5.1|     |    |     |    |0.000|  7.8|1.2| 0.47|0.06
Sex-0191|5B  |3416.684|10 12 30.19 -01 40 48.5|     |     |   7.8| 1.2| 0.33|0.03| 0.47|0.06|     |     |   |     |
Sex-0192|5B  |3091.698|10 12 27.95 -01 37 04.3|19.15| 0.60|  40.3| 4.9| 0.22|0.05| 0.25|0.11|0.000|     |   |     |
Sex-0193|5B  |3091.698|10 12 31.29 -01 35 58.5|18.60| 0.83| -13.8| 1.7| 0.43|0.06| 0.75|0.11|0.000|-13.1|0.8| 0.81|0.05
Sex-0193|57R |3410.758|10 12 31.29 -01 35 58.5|18.60| 0.83| -11.1| 2.4| 0.38|0.04| 0.79|0.10|     |     |   |     |
Sex-0193|1R  |3411.775|10 12 31.29 -01 35 58.5|18.60| 0.83| -15.0| 1.2| 0.38|0.03| 0.86|0.10|     |     |   |     |
Sex-0193|5R  |3416.684|10 12 31.29 -01 35 58.5|18.60| 0.83| -10.8| 1.4| 0.30|0.03| 0.81|0.09|     |     |   |     |
Sex-0194|5B  |3091.698|10 12 10.70 -01 42 47.8|19.34| 1.00| 219.7| 2.5| 0.37|0.05| 0.49|0.11|0.993|220.7|2.2| 0.44|0.04
Sex-0194|5R  |3416.684|10 12 10.70 -01 42 47.8|19.34| 1.00| 221.5| 6.2| 0.36|0.04| 0.39|0.11|     |     |   |     |
Sex-0194|26B |3416.837|10 12 10.70 -01 42 47.8|19.34| 1.00| 225.3| 5.9| 0.34|0.03| 0.44|0.06|     |     |   |     |
Sex-0195|5B  |3091.698|10 12 25.28 -01 40 44.9|19.92| 0.95| 227.2| 2.9| 0.42|0.06| 0.43|0.11|0.999|224.3|1.8| 0.38|0.05
Sex-0195|5B  |3416.684|10 12 25.28 -01 40 44.9|19.92| 0.95| 223.5| 2.5| 0.34|0.04| 0.30|0.09|     |     |   |     |
Sex-0195|26B |3416.837|10 12 25.28 -01 40 44.9|19.92| 0.95| 219.2| 5.0| 0.27|0.03| 0.41|0.07|     |     |   |     |
Sex-0196|5B  |3091.698|10 12 06.04 -01 45 41.0|17.56| 1.22|  47.6| 1.6| 0.37|0.03| 0.82|0.04|0.000| 48.6|0.9| 0.87|0.01
Sex-0196|34B |3409.774|10 12 06.04 -01 45 41.0|17.56| 1.22|  49.2| 1.5| 0.40|0.01| 0.88|0.02|     |     |   |     |
Sex-0196|5R  |3416.684|10 12 06.04 -01 45 41.0|17.56| 1.22|  47.7| 2.5| 0.31|0.02| 0.75|0.09|     |     |   |     |
Sex-0196|26R |3416.837|10 12 06.04 -01 45 41.0|17.56| 1.22|  50.2| 2.5| 0.33|0.03| 0.78|0.09|     |     |   |     |
Sex-0197|5B  |3091.698|10 12 06.84 -01 45 15.1|     |     | 232.0| 1.7| 0.41|0.03| 0.45|0.07|0.951|230.5|0.7| 0.49|0.03
Sex-0197|34B |3409.774|10 12 06.84 -01 45 15.1|     |     | 230.2| 0.8| 0.38|0.02| 0.49|0.05|     |     |   |     |
Sex-0197|5R  |3416.684|10 12 06.84 -01 45 15.1|     |     | 233.2| 5.1| 0.40|0.04| 0.27|0.12|     |     |   |     |
Sex-0197|26B |3416.837|10 12 06.84 -01 45 15.1|     |     | 228.8| 3.9| 0.32|0.03| 0.57|0.06|     |     |   |     |
Sex-0198|5B  |3091.698|10 12 06.70 -01 42 38.6|20.02|     | 223.3| 2.8| 0.33|0.05| 0.54|0.10|0.970|     |   |     |
Sex-0199|5B  |3091.698|10 12 05.64 -01 40 57.2|18.86| 1.11| 222.9| 1.8| 0.33|0.03| 0.36|0.07|0.998|220.7|1.1| 0.33|0.04
Sex-0199|5R  |3416.684|10 12 05.64 -01 40 57.2|18.86| 1.11| 216.7| 1.9| 0.34|0.03| 0.43|0.08|     |     |   |     |
Sex-0199|26B |3416.837|10 12 05.64 -01 40 57.2|18.86| 1.11| 222.0| 1.9| 0.39|0.02| 0.27|0.06|     |     |   |     |
Sex-0200|5B  |3091.698|10 12 22.84 -01 35 35.9|18.37| 1.13| 234.4| 4.3|     |    |     |    |0.999|234.7|0.9| 0.36|0.03
Sex-0200|57R |3410.758|10 12 22.84 -01 35 35.9|18.37| 1.13| 234.1| 2.1| 0.37|0.04| 0.40|0.10|     |     |   |     |
Sex-0200|5R  |3416.684|10 12 22.84 -01 35 35.9|18.37| 1.13| 235.3| 1.4| 0.35|0.02| 0.40|0.08|     |     |   |     |
Sex-0200|26B |3416.837|10 12 22.84 -01 35 35.9|18.37| 1.13| 234.4| 1.5| 0.32|0.02| 0.34|0.04|     |     |   |     |
Sex-0201|5B  |3091.698|10 12 26.12 -01 36 35.8|20.37| 0.71| 214.1| 5.8| 0.07|0.30| 0.62|0.46|0.978|     |   |     |
Sex-0202|5B  |3091.698|10 12 18.45 -01 40 03.4|19.63| 0.59| 255.7| 5.5| 0.30|0.05| 0.38|0.10|0.929|251.5|4.6| 0.27|0.08
Sex-0202|5R  |3416.684|10 12 18.45 -01 40 03.4|19.63| 0.59| 241.0| 8.6| 0.34|0.04| 0.13|0.12|     |     |   |     |
Sex-0203|5B  |3091.698|10 12 18.40 -01 40 22.2|19.68| 0.98| 225.0| 2.2| 0.35|0.05| 0.40|0.10|0.998|221.9|1.1| 0.41|0.04
Sex-0203|5B  |3416.684|10 12 18.40 -01 40 22.2|19.68| 0.98| 220.5| 1.4| 0.35|0.03| 0.41|0.06|     |     |   |     |
Sex-0203|26B |3416.837|10 12 18.40 -01 40 22.2|19.68| 0.98| 222.3| 3.4| 0.31|0.03| 0.41|0.05|     |     |   |     |
Sex-0204|5R  |3091.698|10 12 57.96 -01 37 42.4|19.32| 0.93| 232.2| 9.3| 0.32|0.05| 0.31|0.11|1.000|234.8|6.7| 0.41|0.09
Sex-0204|1R  |3411.775|10 12 57.96 -01 37 42.4|19.32| 0.93| 237.6| 9.6| 0.33|0.08| 0.54|0.14|     |     |   |     |
Sex-0205|12R |3408.709|10 13 19.83 -01 43 49.3|     |     |  39.8| 2.5| 0.28|0.01| 0.52|0.08|0.000| 41.0|1.0| 0.46|0.05
Sex-0205|1R  |3411.775|10 13 19.83 -01 43 49.3|     |     |  41.6| 2.1| 0.28|0.01| 0.41|0.08|     |     |   |     |
Sex-0205|1B  |4122.822|10 13 19.83 -01 43 49.3|     |     |  41.0| 1.3|     |    |     |    |     |     |   |     |
Sex-0206|12R |3408.709|10 13 45.19 -01 56 59.7|     |     |  35.7| 3.0| 0.22|0.03| 0.85|0.09|0.000| 35.2|1.4| 0.91|0.03
Sex-0206|38B |3412.846|10 13 45.19 -01 56 59.7|     |     |  35.0| 1.6| 0.42|0.02| 0.91|0.03|     |     |   |     |
Sex-0207|12R |3408.709|10 13 51.60 -01 55 39.2|     |     |  21.6| 1.3| 0.38|0.02| 0.94|0.10|0.000| 19.7|0.7| 0.93|0.02
Sex-0207|38B |3412.846|10 13 51.60 -01 55 39.2|     |     |  19.0| 0.8| 0.44|0.02| 0.93|0.02|     |     |   |     |
Sex-0208|12R |3408.709|10 13 44.67 -01 55 14.6|     |     |  69.5| 2.9| 0.29|0.03| 0.83|0.09|0.000| 71.3|0.6| 0.91|0.03
Sex-0208|38B |3412.846|10 13 44.67 -01 55 14.6|     |     |  71.4| 0.6| 0.39|0.02| 0.92|0.03|     |     |   |     |
Sex-0209|12R |3408.709|10 13 37.42 -01 44 32.2|18.78| 1.00| 229.7| 5.9| 0.34|0.03| 0.32|0.09|0.999|225.8|1.6| 0.35|0.06
Sex-0209|15B |3417.761|10 13 37.42 -01 44 32.2|18.78| 1.00| 225.5| 1.6| 0.35|0.04| 0.38|0.08|     |     |   |     |
Sex-0210|12R |3408.709|10 13 44.59 -01 48 15.5|18.70| 0.95|  50.2| 1.2| 0.38|0.02| 0.91|0.10|0.000| 50.1|0.7| 0.96|0.04
Sex-0210|15B |3417.761|10 13 44.59 -01 48 15.5|18.70| 0.95|  50.0| 0.9| 0.40|0.04| 0.97|0.05|     |     |   |     |
Sex-0211|12R |3408.709|10 13 48.16 -01 45 36.5|19.73| 0.86|  59.9| 5.0|     |    |     |    |0.000| 61.5|3.0| 0.74|0.13
Sex-0211|15B |3417.761|10 13 48.16 -01 45 36.5|19.73| 0.86|  62.3| 3.7| 0.34|0.08| 0.74|0.13|     |     |   |     |
Sex-0212|12R |3408.709|10 13 33.05 -01 59 52.8|     |     | 228.0| 7.4| 0.32|0.04| 0.46|0.09|0.997|226.2|2.3| 0.35|0.05
Sex-0212|38B |3412.846|10 13 33.05 -01 59 52.8|     |     | 226.0| 2.4| 0.29|0.03| 0.31|0.06|     |     |   |     |
Sex-0213|12R |3408.709|10 13 32.93 -01 55 33.0|     |     | 235.6| 6.0| 0.35|0.03| 0.27|0.08|0.944|235.9|2.8| 0.13|0.05
Sex-0213|38B |3412.846|10 13 32.93 -01 55 33.0|     |     | 236.0| 3.2| 0.28|0.02| 0.05|0.06|     |     |   |     |
Sex-0214|12R |3408.709|10 13 31.68 -01 54 22.7|     |     | 222.2|10.2| 0.33|0.05| 0.38|0.10|0.989|219.2|2.0| 0.49|0.06
Sex-0214|38B |3412.846|10 13 31.68 -01 54 22.7|     |     | 219.1| 2.1| 0.41|0.04| 0.55|0.07|     |     |   |     |
Sex-0215|12R |3408.709|10 12 40.41 -01 51 49.0|     |     | 111.0| 7.7| 0.19|0.03| 0.35|0.08|0.000|107.8|2.0| 0.30|0.04
Sex-0215|34B |3409.774|10 12 40.41 -01 51 49.0|     |     | 107.5| 2.1| 0.22|0.02| 0.29|0.05|     |     |   |     |
Sex-0216|12R |3408.709|10 13 45.66 -01 45 04.3|19.79| 0.93|  52.9| 9.7| 0.44|0.04| 0.25|0.12|0.000|     |   |     |
Sex-0217|12R |3408.709|10 13 13.70 -01 45 01.7|18.95| 1.06| 230.6| 7.9| 0.34|0.03| 0.36|0.09|0.999|225.8|4.7| 0.33|0.07
Sex-0217|1R  |3411.775|10 13 13.70 -01 45 01.7|18.95| 1.06| 223.2| 5.9| 0.35|0.05| 0.28|0.13|     |     |   |     |
Sex-0218|12R |3408.709|10 13 38.79 -01 47 54.2|19.07| 0.84|  60.5| 9.0| 0.24|0.05| 0.81|0.10|0.000|     |   |     |
Sex-0219|12R |3408.709|10 13 21.79 -01 55 16.1|     |     | 116.3| 4.5| 0.30|0.03| 0.75|0.09|0.000|     |   |     |
Sex-0220|12R |3408.709|10 13 25.91 -01 54 49.8|     |     |  -4.4| 3.1| 0.40|0.03| 0.64|0.09|0.000|     |   |     |
Sex-0221|12R |3408.709|10 13 19.40 -01 53 16.6|     |     |  44.4| 2.8| 0.40|0.03| 0.68|0.09|0.000|     |   |     |
Sex-0222|12R |3408.709|10 13 22.85 -01 46 24.6|19.45| 0.66|  73.1| 6.6| 0.37|0.05| 0.55|0.10|0.000|     |   |     |
Sex-0223|12R |3408.709|10 13 24.05 -01 50 02.4|17.57| 0.81|  51.1| 0.9| 0.36|0.01| 0.80|0.09|0.000|     |   |     |
Sex-0224|12R |3408.709|10 13 15.11 -01 58 59.3|     |     |  48.7| 2.5| 0.31|0.03| 0.74|0.09|0.000|     |   |     |
Sex-0225|12R |3408.709|10 13 18.55 -01 54 11.3|     |     | 222.7| 7.3| 0.37|0.03| 0.32|0.09|0.998|     |   |     |
Sex-0226|12R |3408.709|10 13 16.60 -01 53 16.1|     |     |  11.7| 5.4| 0.30|0.04| 0.65|0.09|0.000|     |   |     |
Sex-0227|12R |3408.709|10 13 12.95 -01 42 20.1|18.70| 1.07| 225.7| 6.7| 0.34|0.02| 0.40|0.08|0.999|     |   |     |
Sex-0228|12R |3408.709|10 13 16.26 -01 46 19.3|18.88| 1.01| 220.9| 5.2| 0.35|0.02| 0.28|0.08|0.999|     |   |     |
Sex-0229|12R |3408.709|10 13 09.48 -01 48 30.5|17.62| 0.75| 132.5| 1.0| 0.32|0.01| 0.71|0.09|0.000|     |   |     |
Sex-0230|12R |3408.709|10 12 56.88 -01 57 08.8|     |     | 127.0| 5.5| 0.34|0.03| 0.44|0.09|0.000|     |   |     |
Sex-0231|12R |3408.709|10 12 54.58 -01 52 32.1|     |     | 238.3| 7.1| 0.34|0.03| 0.43|0.09|0.993|     |   |     |
Sex-0232|12R |3408.709|10 12 42.76 -01 52 02.5|     |     |   3.4| 2.2| 0.29|0.02| 0.69|0.09|0.000|     |   |     |
Sex-0233|12R |3408.709|10 12 57.25 -01 47 10.5|19.39| 0.93| 221.9| 6.7| 0.37|0.03| 0.34|0.10|0.998|     |   |     |
Sex-0234|12R |3408.709|10 12 45.48 -01 47 56.0|18.89| 0.89| 226.2| 4.8| 0.35|0.02| 0.23|0.08|0.999|     |   |     |
Sex-0235|12R |3408.709|10 13 02.58 -01 45 03.3|17.67| 0.73|  68.7| 4.5| 0.29|0.01| 0.34|0.07|0.000|     |   |     |
Sex-0236|12R |3408.709|10 13 04.89 -01 45 10.8|19.15| 1.07|  -7.7| 8.2| 0.44|0.03| 0.40|0.09|0.000|     |   |     |
Sex-0237|34B |3409.774|10 12 06.04 -01 44 49.0|19.23| 0.68| 156.8| 1.2| 0.27|0.02| 0.27|0.05|0.000|     |   |     |
Sex-0238|34B |3409.774|10 12 04.14 -01 44 45.1|19.07| 1.03| 227.0| 2.6| 0.30|0.02| 0.24|0.05|0.996|     |   |     |
Sex-0239|34B |3409.774|10 12 01.06 -01 44 31.0|19.98| 1.10| 118.0| 3.5| 0.17|0.05| 0.81|0.07|0.000|     |   |     |
Sex-0240|34B |3409.774|10 12 41.74 -01 51 47.6|     |     | 231.3| 1.2| 0.32|0.02| 0.46|0.05|0.989|     |   |     |
Sex-0241|34B |3409.774|10 12 32.67 -02 00 05.0|     |     | 222.7| 2.5| 0.35|0.05| 0.80|0.08|0.002|     |   |     |
Sex-0242|34B |3409.774|10 12 39.40 -01 58 51.8|     |     | 224.5| 0.8| 0.31|0.01| 0.52|0.02|0.759|     |   |     |
Sex-0243|34B |3409.774|10 12 33.05 -01 58 27.9|     |     |  74.6| 0.4| 0.43|0.01| 0.94|0.01|0.000|     |   |     |
Sex-0244|34B |3409.774|10 12 30.32 -01 58 22.0|     |     |  17.8| 0.4| 0.37|0.01| 0.73|0.02|0.000|     |   |     |
Sex-0245|34B |3409.774|10 12 27.29 -01 58 13.2|     |     | 214.3| 3.3| 0.33|0.03| 0.12|0.09|0.979|     |   |     |
Sex-0246|34B |3409.774|10 12 32.21 -01 55 24.2|     |     |  74.0| 0.5| 0.32|0.02| 0.60|0.03|0.000|     |   |     |
Sex-0247|34B |3409.774|10 12 21.23 -01 44 52.8|19.91| 0.92| 171.9| 1.6| 0.35|0.06| 0.89|0.08|0.000|173.4|1.4| 0.84|0.05
Sex-0247|26B |3416.837|10 12 21.23 -01 44 52.8|19.91| 0.92| 176.8| 2.5| 0.33|0.05| 0.81|0.06|     |     |   |     |
Sex-0248|34B |3409.774|10 12 22.00 -01 47 00.7|17.94| 1.17| 220.7| 0.6| 0.37|0.01| 0.38|0.03|0.997|221.5|0.5| 0.40|0.02
Sex-0248|26B |3416.837|10 12 22.00 -01 47 00.7|17.94| 1.17| 224.0| 1.0| 0.38|0.01| 0.42|0.03|     |     |   |     |
Sex-0249|34B |3409.774|10 12 20.58 -01 51 23.0|     |     |  14.1| 1.5| 0.20|0.01| 0.59|0.02|0.000|     |   |     |
Sex-0250|34B |3409.774|10 12 16.74 -01 52 55.2|     |     |  77.0| 1.4| 0.24|0.02| 0.32|0.04|0.000|     |   |     |
Sex-0251|34B |3409.774|10 12 37.02 -01 52 20.5|     |     | 264.5| 0.8| 0.32|0.01| 0.57|0.02|0.000|     |   |     |
Sex-0252|34B |3409.774|10 12 35.47 -01 53 00.6|     |     | 284.8| 0.7| 0.36|0.01| 0.60|0.02|0.000|     |   |     |
Sex-0253|34B |3409.774|10 12 40.14 -01 56 42.9|     |     | 300.3| 1.6| 0.34|0.02| 0.55|0.03|0.000|     |   |     |
Sex-0254|34B |3409.774|10 12 19.37 -02 02 32.6|     |     |  46.3| 0.8| 0.43|0.01| 0.90|0.01|0.000|     |   |     |
Sex-0255|34B |3409.774|10 12 27.63 -02 02 09.4|     |     |   7.2| 0.9| 0.33|0.02| 0.87|0.03|0.000|     |   |     |
Sex-0256|34B |3409.774|10 12 20.99 -01 59 23.8|     |     |  22.3| 1.8| 0.36|0.03| 0.92|0.03|0.000|     |   |     |
Sex-0257|34B |3409.774|10 12 22.24 -01 55 50.6|     |     | 320.5| 2.7| 0.34|0.02| 0.43|0.04|0.000|     |   |     |
Sex-0258|34B |3409.774|10 12 16.35 -01 54 50.7|     |     | 216.8| 0.8| 0.33|0.02| 0.36|0.04|0.994|     |   |     |
Sex-0259|34B |3409.774|10 12 19.74 -01 54 45.2|     |     |  80.7| 0.4| 0.41|0.01| 0.65|0.02|0.000|     |   |     |
Sex-0260|34B |3409.774|10 12 09.33 -02 03 49.9|     |     | 161.3| 0.8| 0.31|0.02| 0.54|0.03|0.000|161.3|0.5| 0.52|0.03
Sex-0260|99B |3801.696|10 12 09.33 -02 03 49.9|     |     | 161.4| 0.7| 0.31|0.03| 0.48|0.05|     |     |   |     |
Sex-0261|34B |3409.774|10 12 12.24 -02 02 36.9|     |     |  58.1| 0.4| 0.37|0.01| 0.80|0.02|0.000| 56.7|0.3| 0.81|0.01
Sex-0261|99B |3801.696|10 12 12.24 -02 02 36.9|     |     |  55.1| 0.4| 0.39|0.01| 0.81|0.02|     |     |   |     |
Sex-0262|34B |3409.774|10 12 13.75 -02 00 49.3|     |     | 231.2| 0.9| 0.32|0.02| 0.31|0.04|0.996|     |   |     |
Sex-0263|34B |3409.774|10 12 12.61 -01 58 32.0|     |     |  43.3| 0.6| 0.38|0.01| 0.59|0.03|0.000|     |   |     |
Sex-0264|34B |3409.774|10 12 08.23 -01 55 11.2|     |     |   9.8| 0.5| 0.36|0.01| 0.70|0.02|0.000|     |   |     |
Sex-0265|34B |3409.774|10 12 10.41 -01 44 54.6|     |     |   5.5| 0.8| 0.35|0.02| 0.62|0.04|0.000|  5.8|0.7| 0.69|0.03
Sex-0265|26B |3416.837|10 12 10.41 -01 44 54.6|     |     |   6.8| 1.4| 0.25|0.03| 0.77|0.04|     |     |   |     |
Sex-0266|34B |3409.774|10 12 06.58 -01 47 56.7|19.37|     | 221.1| 1.8| 0.29|0.02| 0.34|0.05|0.997|     |   |     |
Sex-0267|34B |3409.774|10 12 05.28 -01 49 11.0|18.26| 0.69| 446.7| 3.4| 0.29|0.01| 0.37|0.03|0.000|     |   |     |
Sex-0268|34B |3409.774|10 12 12.52 -01 44 55.1|20.32| 0.67| 231.5| 5.2| 0.25|0.05| 0.38|0.10|0.995|     |   |     |
Sex-0269|34B |3409.774|10 12 18.36 -01 46 37.0|20.10| 1.02| -76.6| 2.5| 0.38|0.06| 0.93|0.07|0.000|     |   |     |
Sex-0270|34B |3409.774|10 12 18.99 -01 48 34.7|17.89| 0.94|   7.5| 0.6| 0.39|0.01| 0.93|0.01|0.000|  8.0|0.5| 0.93|0.01
Sex-0270|26B |3416.837|10 12 18.99 -01 48 34.7|17.89| 0.94|   8.5| 0.7| 0.34|0.01| 0.92|0.02|     |     |   |     |
Sex-0271|34B |3409.774|10 11 58.15 -01 57 21.8|     |     | 214.0| 1.6| 0.36|0.03| 0.46|0.05|0.950|     |   |     |
Sex-0272|34B |3409.774|10 12 02.47 -01 57 03.8|     |     | 216.5| 1.1| 0.33|0.03| 0.41|0.05|0.989|     |   |     |
Sex-0273|34B |3409.774|10 11 59.64 -01 56 15.9|     |     | 284.3| 2.2| 0.32|0.02| 0.40|0.05|0.000|     |   |     |
Sex-0274|34B |3409.774|10 12 01.74 -01 56 06.3|     |     | -16.1| 0.4| 0.33|0.02| 0.76|0.02|0.000|     |   |     |
Sex-0275|34B |3409.774|10 11 51.96 -02 01 02.3|     |     | 100.6| 0.8| 0.31|0.02| 0.87|0.03|0.000|     |   |     |
Sex-0276|34B |3409.774|10 11 47.44 -02 00 13.1|     |     | 333.4| 5.5| 0.41|0.04| 0.66|0.08|0.000|     |   |     |
Sex-0277|34B |3409.774|10 11 55.12 -01 58 37.4|     |     | 248.0| 1.2| 0.32|0.02| 0.40|0.04|0.720|     |   |     |
Sex-0278|34B |3409.774|10 11 55.96 -01 57 28.5|     |     | 211.9| 0.9| 0.40|0.02| 0.54|0.04|0.480|     |   |     |
Sex-0279|34B |3409.774|10 11 55.88 -01 55 20.2|     |     |  52.2| 0.8| 0.35|0.01| 0.97|0.02|0.000|     |   |     |
Sex-0280|34B |3409.774|10 11 59.61 -01 54 51.6|     |     | 220.4| 3.5| 0.29|0.04| 0.33|0.09|0.994|     |   |     |
Sex-0281|34B |3409.774|10 11 58.25 -01 44 37.0|18.81| 1.19|  42.2| 1.9| 0.35|0.03| 0.90|0.04|0.000| 41.0|1.4| 0.89|0.03
Sex-0281|26B |3416.837|10 11 58.25 -01 44 37.0|18.81| 1.19|  39.8| 2.0| 0.38|0.03| 0.88|0.04|     |     |   |     |
Sex-0282|34B |3409.774|10 11 57.88 -01 46 55.5|18.20| 1.18| 221.3| 0.5| 0.43|0.01| 0.47|0.03|0.955|220.8|0.4| 0.47|0.02
Sex-0282|26B |3416.837|10 11 57.88 -01 46 55.5|18.20| 1.18| 219.6| 0.7| 0.42|0.01| 0.48|0.03|     |     |   |     |
Sex-0283|34B |3409.774|10 11 56.52 -01 47 33.0|19.39| 0.98| 227.4| 1.6| 0.34|0.02| 0.36|0.05|0.996|     |   |     |
