#Table: J/AJ/137/3100/table3.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
For-1809|4B  |4027.679|02 40 05.20 -34 20 44.0|19.31| 1.18|  80.9| 0.6| 0.52|0.02| 0.74|0.04|0.981|     |   |     |
For-1810|4B  |4027.679|02 39 59.51 -34 22 58.8|19.28| 1.22|  39.1| 1.7| 0.35|0.04| 0.30|0.10|0.978|     |   |     |
For-1811|4B  |4027.679|02 39 57.34 -34 29 09.1|19.10| 1.24|  67.6| 0.5| 0.49|0.02| 0.64|0.04|1.000|     |   |     |
For-1812|4B  |4027.679|02 40 05.04 -34 28 42.4|19.20| 1.28|  45.2| 0.4| 0.47|0.02| 0.59|0.04|1.000|     |   |     |
For-1813|4B  |4027.679|02 40 00.33 -34 28 21.3|19.11| 1.34|  40.9| 0.4| 0.48|0.02| 0.69|0.03|1.000|     |   |     |
For-1814|4B  |4027.679|02 40 00.98 -34 27 42.2|19.52| 1.34|  58.2| 1.1| 0.47|0.03| 0.54|0.06|1.000|     |   |     |
For-1815|4B  |4027.679|02 40 03.79 -34 26 17.9|19.25| 1.21|  61.2| 0.6| 0.49|0.02| 0.57|0.05|1.000|     |   |     |
For-1816|4B  |4027.679|02 39 49.77 -34 33 09.3|19.06| 1.26|  48.2| 0.4| 0.50|0.02| 0.69|0.04|0.996|     |   |     |
For-1817|4B  |4027.679|02 39 49.72 -34 32 36.3|19.26| 1.20|  76.9| 0.4| 0.56|0.02| 0.69|0.03|0.992|     |   |     |
For-1818|4B  |4027.679|02 39 45.87 -34 28 15.3|19.39| 1.21|  52.5| 0.5| 0.53|0.02| 0.66|0.04|0.998|     |   |     |
For-1819|4B  |4027.679|02 39 53.81 -34 26 48.2|19.39| 1.36|  41.1| 0.4| 0.51|0.02| 0.74|0.03|1.000|     |   |     |
For-1820|4B  |4027.679|02 39 49.27 -34 26 03.9|19.32| 1.15|  60.3| 0.4| 0.44|0.02| 0.56|0.04|1.000|     |   |     |
For-1821|4B  |4027.679|02 39 56.50 -34 25 46.3|19.24| 1.10|  42.2| 0.5| 0.49|0.02| 0.61|0.04|1.000|     |   |     |
For-1822|4B  |4027.679|02 40 18.94 -34 20 53.2|19.24| 1.15|  54.1| 1.3| 0.52|0.04| 0.49|0.10|0.995|     |   |     |
For-1823|4B  |4027.679|02 40 10.83 -34 21 03.3|19.36| 1.19|  40.6| 0.4| 0.50|0.02| 0.67|0.04|0.993|     |   |     |
For-1824|4B  |4027.679|02 40 08.87 -34 22 21.0|19.11| 1.11|  81.6| 0.5| 0.52|0.02| 0.64|0.04|0.988|     |   |     |
For-1825|4B  |4027.679|02 40 10.49 -34 22 51.3|19.05| 1.16|  68.4| 0.9| 0.41|0.03| 0.50|0.06|0.997|     |   |     |
For-1826|4B  |4027.679|02 40 30.45 -34 22 31.9|19.22| 1.25|  54.7| 0.6| 0.51|0.02| 0.59|0.05|0.995|     |   |     |
For-1827|4B  |4027.679|02 40 15.51 -34 22 28.9|19.29| 1.14|  54.3| 0.5| 0.50|0.02| 0.73|0.04|0.998|     |   |     |
For-1828|4B  |4027.679|02 40 10.80 -34 24 23.7|19.29| 1.10|  72.3| 1.7| 0.39|0.03| 0.43|0.08|0.993|     |   |     |
For-1829|4B  |4027.679|02 40 23.46 -34 24 28.1|19.41| 1.27|  51.9| 1.1| 0.51|0.03| 0.60|0.07|0.997|     |   |     |
For-1830|4B  |4027.679|02 40 19.94 -34 25 51.6|19.27| 1.29|  55.5| 0.5| 0.52|0.02| 0.70|0.04|0.998|     |   |     |
For-1831|4B  |4027.679|02 40 08.82 -34 32 47.7|19.27| 1.17|  58.8| 1.0| 0.49|0.03| 0.52|0.07|0.996|     |   |     |
For-1832|4B  |4027.679|02 40 10.89 -34 29 39.2|19.14| 1.28|  46.4| 0.6| 0.38|0.02| 0.42|0.04|0.995|     |   |     |
For-1833|4B  |4027.679|02 40 14.77 -34 29 30.5|19.36| 1.21|  55.0| 0.4| 0.49|0.02| 0.60|0.04|0.998|     |   |     |
For-1834|4B  |4027.679|02 40 29.66 -34 27 32.8|19.39| 1.17|  59.2| 0.6| 0.52|0.02| 0.58|0.05|0.996|     |   |     |
For-1835|4B  |4027.679|02 40 07.17 -34 32 08.7|19.01| 1.07|  50.4| 1.2| 0.43|0.02| 0.43|0.04|0.996|     |   |     |
For-1836|4B  |4027.679|02 40 08.72 -34 30 11.9|19.41| 1.33|  51.6| 0.9| 0.46|0.02| 0.73|0.04|0.998|     |   |     |
For-1837|4B  |4027.679|02 40 08.50 -34 29 24.5|19.13| 1.16|  61.5| 0.4| 0.53|0.02| 0.70|0.04|0.998|     |   |     |
For-1838|4B  |4027.679|02 40 06.52 -34 29 28.0|19.24| 1.42|  55.1| 0.5| 0.50|0.02| 0.68|0.04|0.998|     |   |     |
For-1839|4B  |4027.679|02 40 06.97 -34 29 07.5|19.03| 1.26|  57.1| 0.5| 0.54|0.02| 0.76|0.03|0.997|     |   |     |
For-1840|4B  |4027.679|02 40 05.68 -34 27 02.9|19.03| 1.27|  40.0| 0.4| 0.50|0.02| 0.79|0.03|1.000|     |   |     |
For-1841|4R  |4027.679|02 39 11.65 -34 22 31.8|18.55| 1.42|  49.5| 1.3| 0.46|0.06| 0.68|0.12|0.994|     |   |     |
For-1842|4R  |4027.679|02 39 46.09 -34 15 31.1|18.50| 1.30|  55.4| 3.0| 0.26|0.06| 0.42|0.11|0.991|     |   |     |
For-1843|4R  |4027.679|02 39 21.73 -34 27 47.0|18.71| 1.43|  48.6| 2.5| 0.43|0.03| 0.51|0.10|0.993|     |   |     |
For-1844|4R  |4027.679|02 40 00.55 -34 16 36.3|18.55| 1.41|  66.8| 5.2| 0.27|0.17| 0.41|0.27|0.987|     |   |     |
For-1845|4R  |4027.679|02 39 23.85 -34 16 20.0|18.23| 1.46|  69.5| 3.7| 0.26|0.15| 0.61|0.17|0.989|     |   |     |
For-1846|4R  |4027.679|02 39 20.65 -34 23 20.3|18.86| 1.38|  61.9| 1.3| 0.44|0.05| 0.67|0.11|0.994|     |   |     |
For-1847|4R  |4027.679|02 39 19.31 -34 28 12.1|18.75| 1.21|  55.2| 2.2| 0.31|0.04| 0.42|0.10|0.991|     |   |     |
For-1848|4R  |4027.679|02 39 24.35 -34 27 08.3|19.05| 1.39|  80.6| 7.5| 0.25|0.07| 0.62|0.11|0.978|     |   |     |
For-1849|4R  |4027.679|02 39 19.41 -34 25 49.1|18.50| 1.51|  43.9| 1.1| 0.34|0.04| 0.80|0.10|0.987|     |   |     |
For-1850|4R  |4027.679|02 39 29.95 -34 17 05.8|18.96| 1.22|  45.3| 2.4| 0.41|0.06| 0.75|0.10|0.990|     |   |     |
For-1851|4R  |4027.679|02 39 28.15 -34 18 46.5|18.77| 1.25|  39.2| 1.6| 0.48|0.04| 0.55|0.10|0.985|     |   |     |
For-1852|4R  |4027.679|02 39 21.95 -34 22 01.1|18.46| 1.26|  54.4| 1.2| 0.43|0.03| 0.57|0.09|0.995|     |   |     |
For-1853|4R  |4027.679|02 39 38.38 -34 23 48.2|18.32| 1.20|  59.1| 3.2| 0.29|0.06| 0.50|0.11|0.995|     |   |     |
For-1854|4R  |4027.679|02 39 50.12 -34 34 50.4|18.89| 1.25|  57.8|11.0| 0.31|0.12| 0.68|0.14|0.994|     |   |     |
For-1855|4R  |4027.679|02 39 50.59 -34 31 37.3|18.79| 1.26|  38.7| 8.0| 0.17|0.11| 0.73|0.13|0.994|     |   |     |
For-1856|4R  |4027.679|02 39 50.79 -34 31 15.5|18.97| 1.25|  63.3| 3.0| 0.34|0.05| 0.57|0.11|0.998|     |   |     |
For-1857|4R  |4027.679|02 39 41.92 -34 30 36.0|18.38| 1.54|  69.0| 1.0| 0.41|0.03| 0.75|0.09|0.995|     |   |     |
For-1858|4R  |4027.679|02 39 45.15 -34 29 33.3|18.45| 1.22|  37.7| 1.2| 0.41|0.03| 0.69|0.09|0.994|     |   |     |
For-1859|4R  |4027.679|02 39 45.22 -34 27 09.3|18.29| 1.60|  46.8| 1.0| 0.47|0.02| 0.74|0.09|0.997|     |   |     |
For-1860|4R  |4027.679|02 39 38.29 -34 31 25.1|18.70| 1.41|  52.0| 2.0| 0.35|0.05| 0.79|0.10|0.995|     |   |     |
For-1861|4R  |4027.679|02 39 33.08 -34 26 51.1|18.77| 1.38|  52.6| 1.4| 0.46|0.05| 0.64|0.11|0.996|     |   |     |
For-1862|4R  |4027.679|02 39 45.90 -34 20 50.4|19.06| 1.33|  48.1| 1.1| 0.55|0.04| 0.68|0.10|0.995|     |   |     |
For-1863|4R  |4027.679|02 39 46.82 -34 21 31.6|18.96| 1.28|  50.3| 1.6| 0.51|0.05| 0.65|0.11|0.996|     |   |     |
For-1864|4R  |4027.679|02 39 46.19 -34 22 46.9|18.64| 1.25|  50.2| 3.0| 0.23|0.08| 0.55|0.12|0.997|     |   |     |
For-1865|4R  |4027.679|02 39 48.90 -34 24 02.2|18.64| 1.30|  87.0| 2.3| 0.39|0.04| 0.45|0.10|0.949|     |   |     |
For-1866|4R  |4027.679|02 39 59.41 -34 17 08.7|18.95| 1.46|  47.3| 3.0| 0.54|0.06| 0.60|0.16|0.992|     |   |     |
For-1867|4R  |4027.679|02 39 50.51 -34 20 53.4|18.71| 1.29|  46.5| 2.4| 0.33|0.08| 0.57|0.12|0.995|     |   |     |
For-1868|4R  |4027.679|02 40 09.48 -34 29 47.9|18.80| 1.39|  65.7| 1.1| 0.38|0.04| 0.78|0.10|0.997|     |   |     |
For-1869|4R  |4027.679|02 40 11.60 -34 27 52.3|18.47| 1.62|  62.1| 2.6| 0.41|0.10| 0.30|0.10|0.991|     |   |     |
For-1870|4R  |4027.679|02 40 10.14 -34 27 20.2|18.90| 1.32|  58.9| 2.6| 0.23|0.09| 0.43|0.10|0.997|     |   |     |
For-1871|4R  |4027.679|02 39 52.55 -34 32 42.1|18.64| 1.52|  70.2| 1.2| 0.40|0.04| 0.68|0.10|0.996|     |   |     |
For-1872|4R  |4027.679|02 39 59.23 -34 28 03.2|18.80| 1.13|  62.1| 2.2| 0.29|0.03| 0.44|0.09|1.000|     |   |     |
For-1873|4R  |4027.679|02 39 48.61 -34 25 13.8|18.79| 1.38|  51.7| 1.2| 0.37|0.04| 0.78|0.09|0.997|     |   |     |
For-1874|4R  |4027.679|02 40 05.28 -34 17 54.1|18.93| 1.34|  59.9| 1.4| 0.38|0.07| 0.72|0.11|0.995|     |   |     |
For-1875|4R  |4027.679|02 40 04.22 -34 19 34.9|18.88| 1.28|  62.0| 1.4| 0.40|0.05| 0.83|0.10|0.993|     |   |     |
For-1876|4R  |4027.679|02 40 16.58 -34 22 45.7|18.50| 1.33|  49.5| 1.1| 0.46|0.03| 0.55|0.09|0.998|     |   |     |
For-1877|4R  |4027.679|02 40 07.53 -34 23 32.0|18.42| 1.43|  80.0| 1.0| 0.41|0.03| 0.56|0.09|0.989|     |   |     |
For-1878|4R  |4027.679|02 40 08.20 -34 25 10.1|18.74| 1.29|  55.6| 1.0| 0.47|0.03| 0.73|0.09|1.000|     |   |     |
For-1879|4R  |4027.679|02 40 26.56 -34 20 18.3|18.60| 1.49|  85.0| 2.1| 0.37|0.05| 0.70|0.10|0.929|     |   |     |
For-1880|4R  |4027.679|02 40 18.06 -34 20 20.7|18.45| 1.46|  66.2| 1.1| 0.33|0.05| 0.67|0.10|0.995|     |   |     |
For-1881|4R  |4027.679|02 40 25.94 -34 20 54.0|19.00| 1.29|  67.7| 1.9| 0.41|0.09| 0.62|0.18|0.993|     |   |     |
For-1882|4R  |4027.679|02 40 20.17 -34 21 17.6|18.85| 1.13|  21.7| 5.5| 0.33|0.08| 0.55|0.12|0.869|     |   |     |
For-1883|4R  |4027.679|02 40 21.23 -34 31 50.7|18.32| 1.29|  50.5| 1.0| 0.40|0.03| 0.69|0.09|0.996|     |   |     |
For-1884|4R  |4027.679|02 40 22.17 -34 27 10.7|18.62| 1.41|  49.3| 0.9| 0.43|0.03| 0.62|0.09|0.996|     |   |     |
For-1885|4R  |4027.679|02 40 31.84 -34 24 14.7|18.57| 1.31|  65.5| 2.1| 0.37|0.04| 0.59|0.09|0.993|     |   |     |
For-1886|4R  |4027.679|02 40 11.69 -34 31 18.8|18.59| 1.58|  64.2| 1.7| 0.39|0.04| 0.76|0.10|0.997|     |   |     |
For-1887|4R  |4027.679|02 40 15.92 -34 29 46.2|18.70| 1.44|  56.0| 2.2| 0.35|0.05| 0.74|0.10|0.997|     |   |     |
For-1888|4R  |4027.679|02 40 11.98 -34 28 42.4|18.37| 1.59|  68.1| 1.0| 0.49|0.03| 0.68|0.09|0.997|     |   |     |
For-1889|4R  |4027.679|02 40 15.12 -34 27 04.0|18.68| 1.31|  55.8| 1.5| 0.41|0.04| 0.57|0.09|0.998|     |   |     |
For-1890|4R  |4027.679|02 40 13.48 -34 26 19.2|18.46| 1.67|  49.4| 1.0| 0.40|0.03| 0.82|0.09|0.996|     |   |     |
For-1891|70B |4027.820|02 39 03.15 -34 56 37.0|18.92| 1.33|  61.4| 5.4| 0.27|0.03| 0.27|0.08|0.896|     |   |     |
For-1892|70B |4027.820|02 38 14.31 -35 04 42.2|18.85| 1.34|  52.8| 0.8| 0.54|0.02| 0.57|0.06|0.981|     |   |     |
For-1893|70B |4027.820|02 38 36.48 -35 03 18.3|18.79| 1.43|  59.9| 0.5| 0.55|0.02| 0.77|0.04|0.966|     |   |     |
For-1894|70B |4027.820|02 38 33.17 -35 04 13.1|19.18| 1.20|  63.6| 4.1| 0.24|0.04| 0.97|0.05|0.706|     |   |     |
For-1895|70B |4027.820|02 38 49.19 -34 59 59.1|19.13| 1.17|  55.5| 0.6| 0.33|0.02| 0.36|0.05|0.960|     |   |     |
For-1896|70B |4027.820|02 38 59.34 -35 13 03.9|18.92| 1.21|  41.7| 1.0| 0.45|0.03| 0.35|0.06|0.858|     |   |     |
For-1897|70B |4027.820|02 38 50.21 -35 08 59.3|19.07| 1.17|  42.9| 1.8| 0.39|0.03| 0.31|0.07|0.820|     |   |     |
For-1898|70B |4027.820|02 38 59.68 -35 07 27.0|18.55| 1.23|  55.0| 0.4| 0.51|0.02| 0.71|0.04|0.979|     |   |     |
For-1899|70B |4027.820|02 38 42.63 -35 12 11.4|19.11| 1.27|  48.6| 3.5| 0.49|0.07| 0.69|0.11|0.974|     |   |     |
For-1900|70B |4027.820|02 38 30.85 -35 09 48.8|18.58| 1.38|  68.1| 0.6| 0.50|0.02| 0.52|0.05|0.967|     |   |     |
For-1901|70B |4027.820|02 38 43.29 -35 09 04.9|19.13| 1.04|  49.0| 0.6| 0.54|0.03| 0.73|0.06|0.972|     |   |     |
For-1902|70B |4027.820|02 38 32.17 -35 08 30.5|18.52| 1.59|  36.0| 0.4| 0.54|0.02| 0.62|0.03|0.931|     |   |     |
For-1903|70B |4027.820|02 38 22.85 -35 05 27.4|19.40| 1.26|  57.8| 1.0| 0.55|0.03| 0.52|0.09|0.977|     |   |     |
For-1904|70B |4027.820|02 38 57.07 -35 04 16.9|18.94| 1.11|  18.2| 0.9| 0.31|0.02| 0.34|0.04|0.060|     |   |     |
For-1905|70B |4027.820|02 39 05.25 -35 01 32.1|19.00| 1.16|  46.1| 0.5| 0.46|0.02| 0.58|0.04|0.986|     |   |     |
For-1906|70B |4027.820|02 39 19.16 -35 13 43.8|18.99| 1.41|  66.4| 0.6| 0.55|0.03| 0.62|0.06|0.975|     |   |     |
For-1907|70B |4027.820|02 39 02.33 -35 09 13.6|18.63| 1.42|  71.4| 0.4| 0.52|0.02| 0.59|0.03|0.964|     |   |     |
For-1908|70B |4027.820|02 39 08.06 -35 08 19.8|18.82| 1.32|  73.8| 0.4| 0.50|0.02| 0.64|0.04|0.954|     |   |     |
For-1909|70B |4027.820|02 39 08.91 -35 07 10.8|18.60| 1.51|  51.5| 0.4| 0.53|0.02| 0.56|0.04|0.981|     |   |     |
For-1910|70B |4027.820|02 39 13.82 -35 06 43.7|18.77| 1.35|  56.1| 0.4| 0.43|0.02| 0.54|0.04|0.981|     |   |     |
For-1911|70B |4027.820|02 39 40.03 -35 01 15.3|19.24| 1.05|  52.2| 1.9| 0.42|0.04| 0.29|0.11|0.952|     |   |     |
For-1912|70B |4027.820|02 39 35.06 -35 02 17.4|18.57| 1.52|  43.7| 0.8| 0.57|0.03| 0.56|0.08|0.980|     |   |     |
For-1913|70B |4027.820|02 39 29.71 -35 02 28.7|18.79| 1.31|  59.4| 0.6| 0.49|0.02| 0.49|0.05|0.985|     |   |     |
For-1914|70B |4027.820|02 39 40.70 -35 02 58.4|18.44| 1.44|  45.6| 0.4| 0.51|0.02| 0.58|0.03|0.985|     |   |     |
For-1915|70B |4027.820|02 39 41.64 -35 03 15.8|18.96| 1.32|  34.2| 0.6| 0.57|0.02| 0.67|0.05|0.942|     |   |     |
For-1916|70B |4027.820|02 39 37.80 -35 11 04.2|19.12| 1.07|  56.8| 2.9|     |    |     |    |0.962|     |   |     |
For-1917|70B |4027.820|02 39 39.52 -35 06 33.2|18.42| 1.34|  66.3| 2.6| 0.47|0.05| 0.01|0.13|0.400|     |   |     |
For-1918|70B |4027.820|02 39 32.19 -35 04 35.2|18.52| 1.59|  59.0| 3.3| 0.30|0.03| 0.65|0.06|0.989|     |   |     |
For-1919|70B |4027.820|02 39 51.21 -35 03 06.3|19.25| 1.17|  65.0| 2.1| 0.40|0.04| 0.43|0.07|0.975|     |   |     |
For-1920|70B |4027.820|02 39 43.72 -35 00 05.9|18.11| 1.40|  60.2| 0.4| 0.58|0.02| 0.58|0.05|0.989|     |   |     |
For-1921|70B |4027.820|02 39 25.91 -35 10 48.8|19.18| 1.06|  49.6| 1.1| 0.38|0.03| 0.40|0.06|0.951|     |   |     |
For-1922|70B |4027.820|02 39 35.87 -35 10 37.6|18.50| 1.42|  55.3| 0.5| 0.49|0.02| 0.63|0.04|0.983|     |   |     |
For-1923|70B |4027.820|02 39 16.80 -35 08 01.5|19.23| 1.14|  23.3| 0.9| 0.35|0.02| 0.39|0.05|0.303|     |   |     |
For-1924|70B |4027.820|02 39 17.89 -35 05 44.6|18.32| 1.26|  51.6| 2.1| 0.36|0.03| 0.97|0.03|0.669|     |   |     |
For-1925|4B  |4355.722|02 39 10.27 -34 20 45.1|20.03| 0.90|  94.3| 4.7| 0.06|0.08| 0.72|0.08|0.732|     |   |     |
For-1926|4B  |4355.722|02 39 10.30 -34 21 29.3|19.75| 1.27|  41.0| 5.8|     |    | 0.14|0.14|0.888|     |   |     |
For-1927|4B  |4355.722|02 39 10.62 -34 24 44.1|20.05| 1.13|  70.8| 5.9| 0.27|0.05| 0.26|0.10|0.936|     |   |     |
For-1928|4B  |4355.722|02 39 24.38 -34 17 51.3|19.80| 1.11|  31.7| 2.6| 0.46|0.06| 0.93|0.05|0.737|     |   |     |
For-1929|4B  |4355.722|02 39 20.37 -34 19 46.9|19.95| 0.90|  46.8| 5.2|     |    | 0.74|0.06|0.991|     |   |     |
For-1930|4B  |4355.722|02 39 16.20 -34 21 24.3|19.89| 0.90|  77.6| 4.8| 0.21|0.07| 0.17|0.10|0.741|     |   |     |
For-1931|4B  |4355.722|02 39 16.74 -34 22 02.9|19.94| 1.06|  66.1| 5.2| 0.34|0.05| 0.53|0.07|0.993|     |   |     |
For-1932|4B  |4355.722|02 39 33.26 -34 24 37.7|19.73| 1.14|  44.9| 2.7| 0.44|0.04| 0.44|0.06|0.990|     |   |     |
For-1933|4B  |4355.722|02 39 28.99 -34 24 39.1|19.73| 1.12|  59.8| 1.2| 0.38|0.04| 0.49|0.05|0.995|     |   |     |
For-1934|4B  |4355.722|02 39 25.41 -34 29 42.9|19.93| 1.00|  70.7| 3.5| 0.29|0.05| 0.86|0.07|0.972|     |   |     |
For-1935|4B  |4355.722|02 39 21.48 -34 28 45.3|19.99| 1.03|  61.7| 2.7| 0.28|0.05| 0.94|0.05|0.946|     |   |     |
For-1936|4B  |4355.722|02 39 13.24 -34 28 58.7|20.00| 1.09|  73.3| 2.9| 0.48|0.05| 0.85|0.06|0.966|     |   |     |
For-1937|4B  |4355.722|02 39 17.67 -34 28 10.3|19.92| 0.77|  42.2| 1.0| 0.44|0.03| 0.63|0.05|0.991|     |   |     |
For-1938|4B  |4355.722|02 39 18.21 -34 27 49.0|19.73| 1.05|  26.4| 2.0| 0.39|0.04| 0.81|0.05|0.817|     |   |     |
For-1939|4B  |4355.722|02 39 14.08 -34 27 17.7|19.87| 1.06|  48.6| 2.0| 0.43|0.04| 0.47|0.08|0.992|     |   |     |
For-1940|4B  |4355.722|02 39 24.36 -34 26 11.3|19.87| 1.00|  56.7| 4.4| 0.42|0.03| 0.06|0.10|0.662|     |   |     |
For-1941|4B  |4355.722|02 39 17.67 -34 26 01.6|19.76| 1.12|  61.7| 0.9| 0.50|0.03| 0.81|0.04|0.988|     |   |     |
For-1942|4B  |4355.722|02 39 13.16 -34 24 30.9|19.88| 1.11|  55.6| 1.1| 0.39|0.03| 0.81|0.04|0.989|     |   |     |
For-1943|4B  |4355.722|02 38 59.47 -34 25 05.2|19.76| 1.02|  44.9| 2.0| 0.39|0.03| 0.53|0.06|0.991|     |   |     |
For-1944|4B  |4355.722|02 39 31.55 -34 18 31.2|19.91| 1.08|  40.7| 4.2| 0.14|0.13| 0.95|0.09|0.942|     |   |     |
For-1945|4B  |4355.722|02 39 25.31 -34 21 12.9|19.97| 1.00|  45.7| 4.0| 0.45|0.05| 0.52|0.14|0.990|     |   |     |
For-1946|4B  |4355.722|02 39 27.65 -34 21 34.1|19.75| 0.96|  48.1| 1.9| 0.44|0.03| 0.78|0.05|0.989|     |   |     |
For-1947|4B  |4355.722|02 39 29.70 -34 21 42.0|19.80| 1.03|  56.8| 4.1| 0.26|0.05| 0.66|0.09|0.995|     |   |     |
For-1948|4B  |4355.722|02 39 27.33 -34 22 17.5|19.87| 1.12|  59.8| 2.2| 0.47|0.04| 0.37|0.14|0.989|     |   |     |
For-1949|4B  |4355.722|02 39 43.44 -34 16 49.5|19.71| 1.07|  80.2| 3.3| 0.34|0.05| 0.44|0.11|0.955|     |   |     |
For-1950|4B  |4355.722|02 39 37.43 -34 19 17.9|19.86| 0.81|  58.3| 2.9| 0.34|0.07| 0.78|0.12|0.993|     |   |     |
For-1951|4B  |4355.722|02 39 36.37 -34 21 15.8|19.73| 0.96|  52.9| 3.5| 0.41|0.05| 0.72|0.11|0.995|     |   |     |
For-1952|4B  |4355.722|02 39 39.43 -34 22 31.1|19.92| 0.91|  48.3| 4.3| 0.27|0.06| 0.74|0.08|0.994|     |   |     |
For-1953|4B  |4355.722|02 39 40.46 -34 24 20.0|19.92| 1.17|  46.6| 1.2| 0.45|0.04| 0.81|0.06|0.994|     |   |     |
For-1954|4B  |4355.722|02 39 40.96 -34 25 08.6|19.98| 0.81|  65.6| 4.3| 0.49|0.04| 0.50|0.10|0.997|     |   |     |
For-1955|4B  |4355.722|02 39 40.45 -34 33 53.2|19.92| 1.06|  49.5| 2.1|     |    | 0.58|0.06|0.996|     |   |     |
For-1956|4B  |4355.722|02 39 37.02 -34 33 56.8|19.77| 1.18|  54.8| 3.2|     |    | 0.59|0.05|0.996|     |   |     |
For-1957|4B  |4355.722|02 39 29.00 -34 31 52.0|19.88| 1.14|  50.6| 4.3|     |    | 0.54|0.06|0.996|     |   |     |
For-1958|4B  |4355.722|02 39 41.96 -34 29 45.5|19.74| 1.18|  63.1| 3.9|     |    | 0.56|0.06|0.998|     |   |     |
For-1959|4B  |4355.722|02 39 39.99 -34 29 00.7|19.81| 1.09|  37.6| 5.1| 0.26|0.05| 0.59|0.06|0.994|     |   |     |
For-1960|4B  |4355.722|02 39 41.50 -34 28 47.3|19.89| 1.14|  57.0| 5.1|-0.10|0.06| 0.40|0.07|0.996|     |   |     |
For-1961|4B  |4355.722|02 39 15.24 -34 32 17.2|19.70| 1.24|  64.3| 4.3|     |    | 0.41|0.07|0.987|     |   |     |
For-1962|4B  |4355.722|02 39 16.39 -34 31 58.7|19.76| 1.07|  56.7| 2.4|-0.29|0.08| 0.64|0.05|0.995|     |   |     |
For-1963|4B  |4355.722|02 39 20.37 -34 30 36.0|19.80| 1.11|  47.8| 3.1|     |    | 0.63|0.06|0.994|     |   |     |
For-1964|4B  |4355.722|02 39 24.80 -34 30 17.2|19.76| 1.27|  41.3| 1.6|     |    | 0.88|0.03|0.938|     |   |     |
For-1965|4B  |4355.722|02 39 28.82 -34 29 33.5|19.73| 1.18|  33.1| 2.0|     |    | 0.65|0.05|0.978|     |   |     |
For-1966|4B  |4355.722|02 39 29.58 -34 28 32.0|19.92| 1.09|  51.5| 2.8|     |    | 0.81|0.04|0.990|     |   |     |
For-1967|4B  |4355.722|02 39 32.00 -34 25 52.6|19.99| 0.85|  59.1| 4.3|     |    | 0.61|0.07|0.996|     |   |     |
For-1968|4B  |4355.722|02 39 49.35 -34 15 56.2|19.84| 0.89|  60.4| 4.0| 0.21|0.06| 0.29|0.11|0.976|     |   |     |
For-1969|4B  |4355.722|02 39 47.73 -34 19 31.3|19.69| 1.18|  59.6| 2.1| 0.37|0.03| 0.77|0.06|0.994|     |   |     |
For-1970|4B  |4355.722|02 39 51.41 -34 21 42.9|19.82| 1.12|  42.9| 4.8| 0.42|0.05| 0.58|0.13|0.996|     |   |     |
For-1971|4B  |4355.722|02 39 50.30 -34 23 34.3|19.92| 1.12|  61.1| 4.3| 0.68|0.03| 0.21|0.16|0.991|     |   |     |
For-1972|4B  |4355.722|02 39 49.90 -34 24 02.1|19.71| 1.22|  68.3| 2.2| 0.50|0.04| 0.56|0.11|0.997|     |   |     |
For-1973|4B  |4355.722|02 40 00.95 -34 17 08.4|19.91| 1.21|  40.2| 4.2| 0.29|0.07| 0.53|0.14|0.985|     |   |     |
For-1974|4B  |4355.722|02 39 59.46 -34 17 52.3|19.73| 1.10|  57.8| 3.4| 0.44|0.04| 0.60|0.11|0.996|     |   |     |
For-1975|4B  |4355.722|02 39 57.61 -34 20 12.6|19.77| 1.12|  56.1| 3.5| 0.48|0.05| 0.60|0.13|0.996|     |   |     |
For-1976|4B  |4355.722|02 39 59.33 -34 21 10.0|19.82| 1.19|  52.9| 2.3| 0.46|0.04| 0.69|0.07|0.998|     |   |     |
For-1977|4B  |4355.722|02 39 54.26 -34 21 21.7|19.91| 1.07|  62.1| 3.2| 0.34|0.15| 0.50|0.11|0.997|     |   |     |
For-1978|4B  |4355.722|02 39 58.61 -34 22 02.1|19.88| 1.09|  39.0| 1.7|     |    | 0.58|0.09|0.995|     |   |     |
For-1979|4B  |4355.722|02 40 02.87 -34 32 02.6|19.88| 0.80|  56.7| 4.7| 0.40|0.03| 0.37|0.08|0.994|     |   |     |
For-1980|4B  |4355.722|02 40 10.90 -34 32 04.2|19.95| 0.96|  52.1| 1.6| 0.41|0.03| 0.58|0.05|0.997|     |   |     |
For-1981|4B  |4355.722|02 40 05.24 -34 30 38.7|19.83| 1.05|  43.8| 1.4| 0.39|0.03| 1.02|0.03|0.834|     |   |     |
For-1982|4B  |4355.722|02 40 03.01 -34 30 16.9|19.82| 0.94|  56.1| 1.9| 0.35|0.03| 0.59|0.07|0.998|     |   |     |
For-1983|4B  |4355.722|02 39 59.71 -34 28 08.1|19.73| 1.10|  61.1| 1.1| 0.52|0.02| 0.65|0.05|1.000|     |   |     |
